"sub","defaced","rater","ratings"
51,"defaced","rater04","excellent"
52,"original","rater04","excellent"
52,"defaced","rater04","excellent"
53,"original","rater04","good"
53,"defaced","rater04","good"
54,"original","rater04","poor"
54,"defaced","rater04","poor"
55,"original","rater04","poor"
55,"defaced","rater04","good"
56,"original","rater04","excluded"
56,"defaced","rater04","excluded"
57,"original","rater04","good"
57,"defaced","rater04","good"
58,"original","rater04","good"
58,"defaced","rater04","good"
59,"original","rater04","excluded"
59,"defaced","rater04","excluded"
60,"original","rater04","poor"
60,"defaced","rater04","poor"
61,"original","rater04","good"
61,"defaced","rater04","good"
62,"original","rater04","poor"
62,"defaced","rater04","good"
63,"original","rater04","good"
63,"defaced","rater04","excellent"
64,"original","rater04","excellent"
64,"defaced","rater04","excellent"
65,"original","rater04","poor"
65,"defaced","rater04","poor"
66,"original","rater04","excellent"
66,"defaced","rater04","excellent"
67,"original","rater04","excellent"
67,"defaced","rater04","excellent"
68,"original","rater04","excluded"
68,"defaced","rater04","excluded"
69,"original","rater04","poor"
69,"defaced","rater04","poor"
70,"original","rater04","good"
70,"defaced","rater04","good"
71,"original","rater04","poor"
71,"defaced","rater04","poor"
72,"original","rater04","excellent"
72,"defaced","rater04","excellent"
73,"original","rater04","poor"
73,"defaced","rater04","poor"
74,"original","rater04","excluded"
74,"defaced","rater04","excluded"
75,"original","rater04","good"
75,"defaced","rater04","excellent"
76,"original","rater04","poor"
76,"defaced","rater04","good"
77,"original","rater04","poor"
77,"defaced","rater04","good"
78,"original","rater04","excluded"
78,"defaced","rater04","excluded"
79,"original","rater04","excellent"
79,"defaced","rater04","excellent"
80,"original","rater04","excluded"
80,"defaced","rater04","excluded"
81,"original","rater04","excluded"
81,"defaced","rater04","excluded"
82,"original","rater04","excluded"
82,"defaced","rater04","excluded"
83,"original","rater04","good"
83,"defaced","rater04","good"
84,"original","rater04","excluded"
84,"defaced","rater04","excluded"
85,"original","rater04","good"
85,"defaced","rater04","excellent"
86,"original","rater04","poor"
86,"defaced","rater04","good"
87,"original","rater04","excluded"
87,"defaced","rater04","excluded"
88,"original","rater04","good"
88,"defaced","rater04","good"
89,"original","rater04","good"
89,"defaced","rater04","good"
90,"original","rater04","good"
90,"defaced","rater04","good"
91,"original","rater04","excellent"
91,"defaced","rater04","excellent"
92,"original","rater04","poor"
92,"defaced","rater04","poor"
93,"original","rater04","good"
93,"defaced","rater04","good"
94,"original","rater04","poor"
94,"defaced","rater04","poor"
95,"original","rater04","good"
95,"defaced","rater04","excellent"
96,"original","rater04","poor"
96,"defaced","rater04","poor"
97,"original","rater04","good"
97,"defaced","rater04","good"
98,"original","rater04","excellent"
98,"defaced","rater04","excellent"
99,"original","rater04","good"
99,"defaced","rater04","excellent"
100,"original","rater04","excluded"
100,"defaced","rater04","excluded"
101,"original","rater04","poor"
101,"defaced","rater04","poor"
102,"original","rater04","excluded"
102,"defaced","rater04","excluded"
103,"original","rater04","good"
103,"defaced","rater04","excellent"
104,"original","rater04","good"
104,"defaced","rater04","good"
105,"original","rater04","excluded"
105,"defaced","rater04","excluded"
106,"original","rater04","good"
106,"defaced","rater04","good"
107,"original","rater04","poor"
107,"defaced","rater04","poor"
108,"original","rater04","good"
108,"defaced","rater04","good"
109,"original","rater04","excellent"
109,"defaced","rater04","excellent"
110,"original","rater04","excluded"
110,"defaced","rater04","excluded"
111,"original","rater04","good"
111,"defaced","rater04","excellent"
112,"original","rater04","poor"
112,"defaced","rater04","poor"
113,"original","rater04","excluded"
113,"defaced","rater04","excluded"
114,"original","rater04","excellent"
114,"defaced","rater04","excellent"
115,"original","rater04","excluded"
115,"defaced","rater04","excluded"
116,"original","rater04","excluded"
116,"defaced","rater04","poor"
117,"original","rater04","excluded"
117,"defaced","rater04","excluded"
118,"original","rater04","excellent"
118,"defaced","rater04","excellent"
119,"original","rater04","poor"
119,"defaced","rater04","poor"
120,"original","rater04","excluded"
120,"defaced","rater04","excluded"
121,"original","rater04","excluded"
121,"defaced","rater04","poor"
122,"original","rater04","poor"
122,"defaced","rater04","poor"
123,"original","rater04","poor"
123,"defaced","rater04","good"
124,"original","rater04","poor"
124,"defaced","rater04","good"
125,"original","rater04","excluded"
125,"defaced","rater04","excluded"
126,"original","rater04","excellent"
126,"defaced","rater04","excellent"
127,"original","rater04","good"
127,"defaced","rater04","excellent"
128,"original","rater04","excluded"
128,"defaced","rater04","poor"
129,"original","rater04","good"
129,"defaced","rater04","good"
130,"original","rater04","excluded"
130,"defaced","rater04","excluded"
131,"original","rater04","poor"
131,"defaced","rater04","good"
132,"original","rater04","good"
132,"defaced","rater04","good"
133,"original","rater04","excellent"
133,"defaced","rater04","excellent"
134,"original","rater04","good"
134,"defaced","rater04","excellent"
135,"original","rater04","excluded"
135,"defaced","rater04","poor"
136,"original","rater04","excluded"
136,"defaced","rater04","excluded"
137,"original","rater04","poor"
137,"defaced","rater04","good"
138,"original","rater04","excluded"
138,"defaced","rater04","excluded"
139,"original","rater04","excluded"
139,"defaced","rater04","excluded"
140,"original","rater04","excluded"
140,"defaced","rater04","excluded"
141,"original","rater04","good"
141,"defaced","rater04","good"
142,"original","rater04","poor"
142,"defaced","rater04","poor"
143,"original","rater04","good"
143,"defaced","rater04","excellent"
144,"original","rater04","excellent"
144,"defaced","rater04","excellent"
145,"original","rater04","excluded"
145,"defaced","rater04","poor"
146,"original","rater04","good"
146,"defaced","rater04","good"
147,"original","rater04","excellent"
147,"defaced","rater04","excellent"
148,"original","rater04","poor"
148,"defaced","rater04","poor"
149,"original","rater04","good"
149,"defaced","rater04","good"
150,"original","rater04","good"
150,"defaced","rater04","excellent"
151,"original","rater04","excluded"
151,"defaced","rater04","excluded"
152,"original","rater04","poor"
152,"defaced","rater04","poor"
153,"original","rater04","excellent"
153,"defaced","rater04","excellent"
154,"original","rater04","excluded"
154,"defaced","rater04","excluded"
155,"original","rater04","poor"
155,"defaced","rater04","poor"
156,"original","rater04","excellent"
156,"defaced","rater04","excellent"
157,"original","rater04","poor"
157,"defaced","rater04","good"
158,"original","rater04","good"
158,"defaced","rater04","good"
159,"original","rater04","poor"
159,"defaced","rater04","good"
160,"original","rater04","good"
160,"defaced","rater04","good"
161,"original","rater04","poor"
161,"defaced","rater04","poor"
162,"original","rater04","poor"
162,"defaced","rater04","poor"
163,"original","rater04","excellent"
163,"defaced","rater04","excellent"
164,"original","rater04","good"
164,"defaced","rater04","good"
165,"original","rater04","excellent"
165,"defaced","rater04","excellent"
166,"original","rater04","good"
166,"defaced","rater04","good"
167,"original","rater04","excluded"
167,"defaced","rater04","excluded"
168,"original","rater04","good"
168,"defaced","rater04","good"
169,"original","rater04","excellent"
169,"defaced","rater04","excellent"
170,"original","rater04","good"
170,"defaced","rater04","good"
171,"original","rater04","excluded"
171,"defaced","rater04","poor"
172,"original","rater04","good"
172,"defaced","rater04","good"
173,"original","rater04","poor"
173,"defaced","rater04","poor"
174,"original","rater04","excellent"
174,"defaced","rater04","excellent"
175,"original","rater04","excluded"
175,"defaced","rater04","excluded"
176,"original","rater04","poor"
176,"defaced","rater04","poor"
177,"original","rater04","poor"
177,"defaced","rater04","poor"
178,"original","rater04","poor"
178,"defaced","rater04","poor"
179,"original","rater04","excellent"
179,"defaced","rater04","excellent"
180,"original","rater04","excellent"
180,"defaced","rater04","excellent"
181,"original","rater04","good"
181,"defaced","rater04","good"
182,"original","rater04","poor"
182,"defaced","rater04","good"
183,"original","rater04","good"
183,"defaced","rater04","good"
184,"original","rater04","excluded"
184,"defaced","rater04","excluded"
185,"original","rater04","excellent"
185,"defaced","rater04","excellent"
186,"original","rater04","excellent"
186,"defaced","rater04","excellent"
187,"original","rater04","good"
187,"defaced","rater04","excellent"
188,"original","rater04","excellent"
188,"defaced","rater04","excellent"
189,"original","rater04","poor"
189,"defaced","rater04","poor"
190,"original","rater04","good"
190,"defaced","rater04","good"
191,"original","rater04","excluded"
191,"defaced","rater04","excluded"
192,"original","rater04","good"
192,"defaced","rater04","good"
193,"original","rater04","excluded"
193,"defaced","rater04","poor"
194,"original","rater04","good"
194,"defaced","rater04","excellent"
195,"original","rater04","good"
195,"defaced","rater04","good"
196,"original","rater04","excluded"
196,"defaced","rater04","excluded"
197,"original","rater04","excellent"
197,"defaced","rater04","excellent"
198,"original","rater04","excluded"
198,"defaced","rater04","excluded"
199,"original","rater04","good"
199,"defaced","rater04","excellent"
200,"original","rater04","excluded"
200,"defaced","rater04","excluded"
201,"original","rater04","poor"
201,"defaced","rater04","poor"
202,"original","rater04","poor"
202,"defaced","rater04","poor"
203,"original","rater04","excluded"
203,"defaced","rater04","poor"
204,"original","rater04","excluded"
204,"defaced","rater04","poor"
205,"original","rater04","excellent"
205,"defaced","rater04","excellent"
206,"original","rater04","excellent"
206,"defaced","rater04","excellent"
207,"original","rater04","excluded"
207,"defaced","rater04","excluded"
208,"original","rater04","poor"
208,"defaced","rater04","poor"
209,"original","rater04","poor"
209,"defaced","rater04","poor"
210,"original","rater04","excellent"
210,"defaced","rater04","excellent"
211,"original","rater04","excluded"
211,"defaced","rater04","poor"
212,"original","rater04","good"
212,"defaced","rater04","excellent"
213,"original","rater04","excluded"
213,"defaced","rater04","excluded"
214,"original","rater04","poor"
214,"defaced","rater04","poor"
215,"original","rater04","excluded"
215,"defaced","rater04","poor"
216,"original","rater04","excluded"
216,"defaced","rater04","excluded"
217,"original","rater04","excellent"
217,"defaced","rater04","excellent"
218,"original","rater04","good"
218,"defaced","rater04","good"
219,"original","rater04","excluded"
219,"defaced","rater04","excluded"
220,"original","rater04","good"
220,"defaced","rater04","good"
221,"original","rater04","excluded"
221,"defaced","rater04","excluded"
222,"original","rater04","excluded"
222,"defaced","rater04","excluded"
223,"original","rater04","poor"
223,"defaced","rater04","good"
224,"original","rater04","good"
224,"defaced","rater04","good"
225,"original","rater04","excellent"
225,"defaced","rater04","excellent"
226,"original","rater04","excellent"
226,"defaced","rater04","excellent"
227,"original","rater04","excluded"
227,"defaced","rater04","poor"
228,"original","rater04","poor"
228,"defaced","rater04","poor"
229,"original","rater04","poor"
229,"defaced","rater04","poor"
230,"original","rater04","good"
230,"defaced","rater04","good"
231,"original","rater04","good"
231,"defaced","rater04","good"
232,"original","rater04","poor"
232,"defaced","rater04","poor"
233,"original","rater04","excluded"
233,"defaced","rater04","excluded"
234,"original","rater04","excluded"
234,"defaced","rater04","excluded"
235,"original","rater04","excluded"
235,"defaced","rater04","excluded"
236,"original","rater04","excellent"
236,"defaced","rater04","excellent"
237,"original","rater04","poor"
237,"defaced","rater04","poor"
238,"original","rater04","poor"
238,"defaced","rater04","good"
239,"original","rater04","excluded"
239,"defaced","rater04","excluded"
240,"original","rater04","good"
240,"defaced","rater04","good"
241,"original","rater04","excluded"
241,"defaced","rater04","excluded"
242,"original","rater04","excluded"
242,"defaced","rater04","excluded"
243,"original","rater04","excluded"
243,"defaced","rater04","excluded"
244,"original","rater04","poor"
244,"defaced","rater04","poor"
245,"original","rater04","excluded"
245,"defaced","rater04","excluded"
246,"original","rater04","poor"
246,"defaced","rater04","poor"
247,"original","rater04","excellent"
247,"defaced","rater04","excellent"
248,"original","rater04","excellent"
248,"defaced","rater04","excellent"
249,"original","rater04","good"
249,"defaced","rater04","good"
250,"original","rater04","excellent"
250,"defaced","rater04","excellent"
251,"original","rater04","excluded"
251,"defaced","rater04","poor"
252,"original","rater04","excellent"
252,"defaced","rater04","excellent"
253,"original","rater04","poor"
253,"defaced","rater04","poor"
254,"original","rater04","excellent"
254,"defaced","rater04","excellent"
255,"original","rater04","excluded"
255,"defaced","rater04","poor"
256,"original","rater04","good"
256,"defaced","rater04","good"
257,"original","rater04","poor"
257,"defaced","rater04","poor"
258,"original","rater04","good"
258,"defaced","rater04","good"
259,"original","rater04","good"
259,"defaced","rater04","good"
260,"original","rater04","excluded"
260,"defaced","rater04","excluded"
261,"original","rater04","good"
261,"defaced","rater04","good"
262,"original","rater04","excellent"
262,"defaced","rater04","excellent"
263,"original","rater04","excluded"
263,"defaced","rater04","excluded"
264,"original","rater04","excluded"
264,"defaced","rater04","excluded"
265,"original","rater04","excluded"
265,"defaced","rater04","excluded"
266,"original","rater04","excluded"
266,"defaced","rater04","poor"
267,"original","rater04","excellent"
267,"defaced","rater04","excellent"
268,"original","rater04","excellent"
268,"defaced","rater04","excellent"
269,"original","rater04","good"
269,"defaced","rater04","good"
270,"original","rater04","poor"
270,"defaced","rater04","poor"
271,"original","rater04","excellent"
271,"defaced","rater04","excellent"
272,"original","rater04","excellent"
272,"defaced","rater04","excellent"
273,"original","rater04","excellent"
273,"defaced","rater04","excellent"
274,"original","rater04","good"
274,"defaced","rater04","good"
275,"original","rater04","excellent"
275,"defaced","rater04","excellent"
276,"original","rater04","good"
276,"defaced","rater04","excellent"
277,"original","rater04","excluded"
277,"defaced","rater04","poor"
278,"original","rater04","poor"
278,"defaced","rater04","poor"
279,"original","rater04","excellent"
279,"defaced","rater04","excellent"
280,"original","rater04","excluded"
280,"defaced","rater04","excluded"
281,"original","rater04","excluded"
281,"defaced","rater04","excluded"
282,"original","rater04","good"
282,"defaced","rater04","good"
283,"original","rater04","excellent"
283,"defaced","rater04","excellent"
284,"original","rater04","excellent"
284,"defaced","rater04","excellent"
285,"original","rater04","poor"
285,"defaced","rater04","poor"
286,"original","rater04","excluded"
286,"defaced","rater04","excluded"
287,"original","rater04","excluded"
287,"defaced","rater04","excluded"
288,"original","rater04","excellent"
288,"defaced","rater04","excellent"
289,"original","rater04","poor"
289,"defaced","rater04","poor"
290,"original","rater04","good"
290,"defaced","rater04","excellent"
291,"original","rater04","excellent"
291,"defaced","rater04","excellent"
292,"original","rater04","poor"
292,"defaced","rater04","poor"
293,"original","rater04","excluded"
293,"defaced","rater04","excluded"
294,"original","rater04","excellent"
294,"defaced","rater04","excellent"
295,"original","rater04","excluded"
295,"defaced","rater04","excluded"
296,"original","rater04","good"
296,"defaced","rater04","good"
297,"original","rater04","excellent"
297,"defaced","rater04","excellent"
298,"original","rater04","excluded"
298,"defaced","rater04","excluded"
299,"original","rater04","poor"
299,"defaced","rater04","poor"
300,"original","rater04","excluded"
300,"defaced","rater04","excluded"
301,"original","rater04","excluded"
301,"defaced","rater04","excluded"
302,"original","rater04","excluded"
302,"defaced","rater04","poor"
303,"original","rater04","excellent"
303,"defaced","rater04","excellent"
304,"original","rater04","good"
304,"defaced","rater04","good"
305,"original","rater04","poor"
305,"defaced","rater04","poor"
306,"original","rater04","good"
306,"defaced","rater04","good"
307,"original","rater04","excluded"
307,"defaced","rater04","excluded"
308,"original","rater04","poor"
308,"defaced","rater04","good"
309,"original","rater04","poor"
309,"defaced","rater04","poor"
310,"original","rater04","good"
310,"defaced","rater04","good"
311,"original","rater04","excluded"
311,"defaced","rater04","poor"
312,"original","rater04","excluded"
312,"defaced","rater04","excluded"
313,"original","rater04","excellent"
313,"defaced","rater04","excellent"
314,"original","rater04","excluded"
314,"defaced","rater04","excluded"
315,"original","rater04","excluded"
315,"defaced","rater04","excluded"
316,"original","rater04","poor"
316,"defaced","rater04","good"
317,"original","rater04","excellent"
317,"defaced","rater04","excellent"
318,"original","rater04","excellent"
318,"defaced","rater04","excellent"
319,"original","rater04","good"
319,"defaced","rater04","good"
320,"original","rater04","excellent"
320,"defaced","rater04","excellent"
321,"original","rater04","excellent"
321,"defaced","rater04","excellent"
322,"original","rater04","excellent"
322,"defaced","rater04","excellent"
323,"original","rater04","good"
323,"defaced","rater04","good"
324,"original","rater04","excluded"
324,"defaced","rater04","excluded"
325,"original","rater04","poor"
325,"defaced","rater04","good"
326,"original","rater04","excellent"
326,"defaced","rater04","excellent"
327,"original","rater04","excellent"
327,"defaced","rater04","excellent"
328,"original","rater04","good"
328,"defaced","rater04","excellent"
329,"original","rater04","poor"
329,"defaced","rater04","poor"
330,"original","rater04","excluded"
330,"defaced","rater04","excluded"
331,"original","rater04","poor"
331,"defaced","rater04","poor"
332,"original","rater04","poor"
332,"defaced","rater04","good"
333,"original","rater04","poor"
333,"defaced","rater04","poor"
334,"original","rater04","good"
334,"defaced","rater04","good"
335,"original","rater04","good"
335,"defaced","rater04","good"
336,"original","rater04","poor"
336,"defaced","rater04","good"
337,"original","rater04","excluded"
337,"defaced","rater04","excluded"
338,"original","rater04","poor"
338,"defaced","rater04","good"
339,"original","rater04","poor"
339,"defaced","rater04","poor"
340,"original","rater04","excellent"
340,"defaced","rater04","excellent"
341,"original","rater04","excellent"
341,"defaced","rater04","excellent"
342,"original","rater04","poor"
342,"defaced","rater04","good"
343,"original","rater04","excluded"
343,"defaced","rater04","excluded"
344,"original","rater04","good"
344,"defaced","rater04","good"
345,"original","rater04","excluded"
345,"defaced","rater04","excluded"
346,"original","rater04","poor"
346,"defaced","rater04","poor"
347,"original","rater04","excluded"
347,"defaced","rater04","excluded"
348,"original","rater04","good"
348,"defaced","rater04","good"
349,"original","rater04","excluded"
349,"defaced","rater04","excluded"
350,"original","rater04","excluded"
350,"defaced","rater04","poor"
351,"original","rater04","good"
351,"defaced","rater04","excellent"
352,"original","rater04","good"
352,"defaced","rater04","good"
353,"original","rater04","good"
353,"defaced","rater04","good"
354,"original","rater04","excluded"
354,"defaced","rater04","excluded"
355,"original","rater04","excellent"
355,"defaced","rater04","excellent"
356,"original","rater04","excellent"
356,"defaced","rater04","excellent"
357,"original","rater04","good"
357,"defaced","rater04","good"
358,"original","rater04","poor"
358,"defaced","rater04","poor"
359,"original","rater04","excluded"
359,"defaced","rater04","excluded"
360,"original","rater04","excluded"
360,"defaced","rater04","poor"
361,"original","rater04","excluded"
361,"defaced","rater04","poor"
362,"original","rater04","excellent"
362,"defaced","rater04","excellent"
363,"original","rater04","excluded"
363,"defaced","rater04","excluded"
364,"original","rater04","good"
364,"defaced","rater04","good"
365,"original","rater04","poor"
365,"defaced","rater04","poor"
366,"original","rater04","good"
366,"defaced","rater04","good"
367,"original","rater04","excluded"
367,"defaced","rater04","poor"
368,"original","rater04","excellent"
368,"defaced","rater04","excellent"
369,"original","rater04","good"
369,"defaced","rater04","good"
370,"original","rater04","poor"
370,"defaced","rater04","good"
371,"original","rater04","excluded"
371,"defaced","rater04","excluded"
372,"original","rater04","good"
372,"defaced","rater04","excellent"
373,"original","rater04","excellent"
373,"defaced","rater04","excellent"
374,"original","rater04","poor"
374,"defaced","rater04","poor"
375,"original","rater04","poor"
375,"defaced","rater04","poor"
376,"original","rater04","good"
376,"defaced","rater04","excellent"
377,"original","rater04","excellent"
377,"defaced","rater04","excellent"
378,"original","rater04","excluded"
378,"defaced","rater04","poor"
379,"original","rater04","good"
379,"defaced","rater04","good"
380,"original","rater04","good"
380,"defaced","rater04","good"
381,"original","rater04","poor"
381,"defaced","rater04","poor"
382,"original","rater04","excellent"
382,"defaced","rater04","excellent"
383,"original","rater04","poor"
383,"defaced","rater04","poor"
384,"original","rater04","good"
384,"defaced","rater04","excellent"
385,"original","rater04","excluded"
385,"defaced","rater04","poor"
386,"original","rater04","excellent"
386,"defaced","rater04","excellent"
387,"original","rater04","poor"
387,"defaced","rater04","good"
388,"original","rater04","good"
388,"defaced","rater04","good"
389,"original","rater04","excellent"
389,"defaced","rater04","excellent"
390,"original","rater04","excellent"
390,"defaced","rater04","excellent"
391,"original","rater04","poor"
391,"defaced","rater04","poor"
392,"original","rater04","poor"
392,"defaced","rater04","good"
393,"original","rater04","excluded"
393,"defaced","rater04","excluded"
394,"original","rater04","poor"
394,"defaced","rater04","poor"
395,"original","rater04","good"
395,"defaced","rater04","excellent"
396,"original","rater04","excellent"
396,"defaced","rater04","excellent"
397,"original","rater04","excellent"
397,"defaced","rater04","excellent"
398,"original","rater04","excluded"
398,"defaced","rater04","excluded"
399,"original","rater04","excluded"
399,"defaced","rater04","poor"
400,"original","rater04","excluded"
400,"defaced","rater04","excluded"
401,"original","rater04","excluded"
401,"defaced","rater04","excluded"
402,"original","rater04","excluded"
402,"defaced","rater04","excluded"
403,"original","rater04","poor"
403,"defaced","rater04","poor"
404,"original","rater04","poor"
404,"defaced","rater04","good"
405,"original","rater04","poor"
405,"defaced","rater04","good"
406,"original","rater04","excluded"
406,"defaced","rater04","excluded"
407,"original","rater04","good"
407,"defaced","rater04","good"
408,"original","rater04","excluded"
408,"defaced","rater04","poor"
409,"original","rater04","excellent"
409,"defaced","rater04","excellent"
410,"original","rater04","poor"
410,"defaced","rater04","poor"
411,"original","rater04","poor"
411,"defaced","rater04","good"
412,"original","rater04","excellent"
412,"defaced","rater04","excellent"
413,"original","rater04","excluded"
413,"defaced","rater04","poor"
414,"original","rater04","good"
414,"defaced","rater04","good"
415,"original","rater04","excellent"
415,"defaced","rater04","excellent"
416,"original","rater04","good"
416,"defaced","rater04","excellent"
417,"original","rater04","poor"
417,"defaced","rater04","poor"
418,"original","rater04","excluded"
418,"defaced","rater04","excluded"
419,"original","rater04","poor"
419,"defaced","rater04","poor"
420,"original","rater04","good"
420,"defaced","rater04","excellent"
421,"original","rater04","excluded"
421,"defaced","rater04","poor"
422,"original","rater04","excluded"
422,"defaced","rater04","excluded"
423,"original","rater04","poor"
423,"defaced","rater04","poor"
424,"original","rater04","excellent"
424,"defaced","rater04","excellent"
425,"original","rater04","good"
425,"defaced","rater04","excellent"
426,"original","rater04","excellent"
426,"defaced","rater04","excellent"
427,"original","rater04","good"
427,"defaced","rater04","good"
428,"original","rater04","good"
428,"defaced","rater04","good"
429,"original","rater04","poor"
429,"defaced","rater04","poor"
430,"original","rater04","poor"
430,"defaced","rater04","poor"
431,"original","rater04","excellent"
431,"defaced","rater04","excellent"
432,"original","rater04","excluded"
432,"defaced","rater04","excluded"
433,"original","rater04","excellent"
433,"defaced","rater04","excellent"
434,"original","rater04","excluded"
434,"defaced","rater04","poor"
435,"original","rater04","poor"
435,"defaced","rater04","poor"
436,"original","rater04","excluded"
436,"defaced","rater04","poor"
437,"original","rater04","poor"
437,"defaced","rater04","poor"
438,"original","rater04","poor"
438,"defaced","rater04","poor"
439,"original","rater04","excellent"
439,"defaced","rater04","excellent"
440,"original","rater04","excluded"
440,"defaced","rater04","excluded"
441,"original","rater04","excellent"
441,"defaced","rater04","excellent"
442,"original","rater04","excluded"
442,"defaced","rater04","excluded"
443,"original","rater04","poor"
443,"defaced","rater04","poor"
444,"original","rater04","excluded"
444,"defaced","rater04","excluded"
445,"original","rater04","excellent"
445,"defaced","rater04","excellent"
446,"original","rater04","good"
446,"defaced","rater04","good"
447,"original","rater04","good"
447,"defaced","rater04","good"
448,"original","rater04","poor"
448,"defaced","rater04","good"
449,"original","rater04","poor"
449,"defaced","rater04","poor"
450,"original","rater04","good"
450,"defaced","rater04","excellent"
451,"original","rater04","good"
451,"defaced","rater04","good"
452,"original","rater04","good"
452,"defaced","rater04","good"
453,"original","rater04","poor"
453,"defaced","rater04","poor"
454,"original","rater04","good"
454,"defaced","rater04","good"
455,"original","rater04","excluded"
455,"defaced","rater04","poor"
456,"original","rater04","good"
456,"defaced","rater04","good"
457,"original","rater04","good"
457,"defaced","rater04","good"
458,"original","rater04","poor"
458,"defaced","rater04","good"
459,"original","rater04","poor"
459,"defaced","rater04","poor"
460,"original","rater04","good"
460,"defaced","rater04","excellent"
461,"original","rater04","excellent"
461,"defaced","rater04","excellent"
462,"original","rater04","good"
462,"defaced","rater04","good"
463,"original","rater04","poor"
463,"defaced","rater04","poor"
464,"original","rater04","excellent"
464,"defaced","rater04","excellent"
465,"original","rater04","excluded"
465,"defaced","rater04","excluded"
466,"original","rater04","excellent"
466,"defaced","rater04","excellent"
467,"original","rater04","poor"
467,"defaced","rater04","poor"
468,"original","rater04","poor"
468,"defaced","rater04","poor"
469,"original","rater04","excellent"
469,"defaced","rater04","excellent"
470,"original","rater04","good"
470,"defaced","rater04","good"
471,"original","rater04","poor"
471,"defaced","rater04","good"
472,"original","rater04","good"
472,"defaced","rater04","good"
473,"original","rater04","poor"
473,"defaced","rater04","poor"
474,"original","rater04","excluded"
474,"defaced","rater04","excluded"
475,"original","rater04","excluded"
475,"defaced","rater04","excluded"
476,"original","rater04","excluded"
476,"defaced","rater04","excluded"
477,"original","rater04","poor"
477,"defaced","rater04","good"
478,"original","rater04","excellent"
478,"defaced","rater04","excellent"
479,"original","rater04","excellent"
479,"defaced","rater04","excellent"
480,"original","rater04","excellent"
480,"defaced","rater04","excellent"
481,"original","rater04","excellent"
481,"defaced","rater04","excellent"
482,"original","rater04","excluded"
482,"defaced","rater04","excluded"
483,"original","rater04","excellent"
483,"defaced","rater04","excellent"
484,"original","rater04","excluded"
484,"defaced","rater04","poor"
485,"original","rater04","poor"
485,"defaced","rater04","good"
486,"original","rater04","excluded"
486,"defaced","rater04","excluded"
487,"original","rater04","good"
487,"defaced","rater04","good"
488,"original","rater04","good"
488,"defaced","rater04","good"
489,"original","rater04","poor"
489,"defaced","rater04","good"
490,"original","rater04","excellent"
490,"defaced","rater04","excellent"
491,"original","rater04","good"
491,"defaced","rater04","excellent"
492,"original","rater04","good"
492,"defaced","rater04","good"
493,"original","rater04","good"
493,"defaced","rater04","good"
494,"original","rater04","excellent"
494,"defaced","rater04","excellent"
495,"original","rater04","excellent"
495,"defaced","rater04","excellent"
496,"original","rater04","excluded"
496,"defaced","rater04","poor"
497,"original","rater04","poor"
497,"defaced","rater04","good"
498,"original","rater04","poor"
498,"defaced","rater04","good"
499,"original","rater04","excellent"
499,"defaced","rater04","excellent"
500,"original","rater04","good"
500,"defaced","rater04","good"
501,"original","rater04","excluded"
501,"defaced","rater04","excluded"
502,"original","rater04","good"
502,"defaced","rater04","excellent"
503,"original","rater04","excluded"
503,"defaced","rater04","poor"
504,"original","rater04","excluded"
504,"defaced","rater04","excluded"
505,"original","rater04","excellent"
505,"defaced","rater04","excellent"
506,"original","rater04","excluded"
506,"defaced","rater04","excluded"
507,"original","rater04","good"
507,"defaced","rater04","excellent"
508,"original","rater04","excellent"
508,"defaced","rater04","excellent"
509,"original","rater04","excellent"
509,"defaced","rater04","excellent"
510,"original","rater04","good"
510,"defaced","rater04","good"
511,"original","rater04","excellent"
511,"defaced","rater04","excellent"
512,"original","rater04","poor"
512,"defaced","rater04","good"
513,"original","rater04","excellent"
513,"defaced","rater04","excellent"
514,"original","rater04","good"
514,"defaced","rater04","good"
515,"original","rater04","good"
515,"defaced","rater04","good"
516,"original","rater04","poor"
516,"defaced","rater04","good"
517,"original","rater04","poor"
517,"defaced","rater04","poor"
518,"original","rater04","poor"
518,"defaced","rater04","good"
519,"original","rater04","excellent"
519,"defaced","rater04","excellent"
520,"original","rater04","good"
520,"defaced","rater04","excellent"
521,"original","rater04","poor"
521,"defaced","rater04","good"
522,"original","rater04","good"
522,"defaced","rater04","excellent"
523,"original","rater04","excellent"
523,"defaced","rater04","excellent"
524,"original","rater04","excluded"
524,"defaced","rater04","poor"
525,"original","rater04","excluded"
525,"defaced","rater04","excluded"
526,"original","rater04","excluded"
526,"defaced","rater04","excluded"
527,"original","rater04","good"
527,"defaced","rater04","good"
528,"original","rater04","excluded"
528,"defaced","rater04","excluded"
529,"original","rater04","poor"
529,"defaced","rater04","poor"
530,"original","rater04","excluded"
530,"defaced","rater04","poor"
531,"original","rater04","excluded"
531,"defaced","rater04","poor"
532,"original","rater04","poor"
532,"defaced","rater04","poor"
533,"original","rater04","poor"
533,"defaced","rater04","poor"
534,"original","rater04","good"
534,"defaced","rater04","excellent"
535,"original","rater04","excluded"
535,"defaced","rater04","excluded"
536,"original","rater04","excluded"
536,"defaced","rater04","excluded"
537,"original","rater04","excluded"
537,"defaced","rater04","excluded"
538,"original","rater04","excellent"
538,"defaced","rater04","excellent"
539,"original","rater04","excellent"
539,"defaced","rater04","excellent"
540,"original","rater04","poor"
540,"defaced","rater04","poor"
541,"original","rater04","good"
541,"defaced","rater04","good"
