,rater_id,dataset,subject,rating,artifacts,time_sec,confidence,comments
417,thomas,IXI dataset - MRIQC derivatives,sub-0938_T1w,2.0,"[""eye-spillover"",""noneye-spillover"",""wrap-around"",""inu""]",8.329,3.5,
418,thomas,IXI dataset - MRIQC derivatives,sub-0083_T1w,3.0,"[""eye-spillover""]",51.964,3.5,
419,thomas,IXI dataset - MRIQC derivatives,sub-0056_T1w,2.4,"[""head-motion"",""noneye-spillover"",""noise-local""]",51.819,3.5,
420,thomas,IXI dataset - MRIQC derivatives,sub-0140_T1w,1.35,"[""head-motion"",""eye-spillover"",""noneye-spillover""]",34.479,3.5,
421,thomas,IXI dataset - MRIQC derivatives,sub-0965_T1w,3.0,"[""noneye-spillover"",""inu""]",32.74,3.5,
422,thomas,IXI dataset - MRIQC derivatives,sub-0838_T1w,3.45,"[""noneye-spillover"",""inu""]",40.414,3.5,
423,thomas,IXI dataset - MRIQC derivatives,sub-0302_T1w,3.55,[],154.607,3.5,
424,thomas,IXI dataset - MRIQC derivatives,sub-0452_T1w,2.8,"[""eye-spillover"",""noneye-spillover""]",46.355,3.5,
425,thomas,IXI dataset - MRIQC derivatives,sub-0580_T1w,3.0,"[""noneye-spillover"",""inu"",""uncategorized""]",43.565,3.5,
426,thomas,IXI dataset - MRIQC derivatives,sub-0004_T1w,3.25,"[""eye-spillover"",""inu""]",51.916,3.5,
427,thomas,IXI dataset - MRIQC derivatives,sub-0525_T1w,2.7,"[""noneye-spillover""]",42.232,3.5,
428,thomas,IXI dataset - MRIQC derivatives,sub-0804_T1w,2.95,"[""eye-spillover"",""noneye-spillover""]",43.396,3.5,
429,thomas,IXI dataset - MRIQC derivatives,sub-0039_T1w,3.55,"[""eye-spillover""]",36.236,3.5,
430,thomas,IXI dataset - MRIQC derivatives,sub-0163_T1w,3.6,"[""eye-spillover""]",43.417,3.5,
431,thomas,IXI dataset - MRIQC derivatives,sub-0867_T1w,3.35,[],83.601,3.5,
432,thomas,IXI dataset - MRIQC derivatives,sub-0724_T1w,1.45,"[""head-motion"",""noneye-spillover""]",27.302,3.5,
433,thomas,IXI dataset - MRIQC derivatives,sub-0169_T1w,3.2,"[""noneye-spillover"",""inu""]",33.776,3.5,
434,thomas,IXI dataset - MRIQC derivatives,sub-0653_T1w,2.95,"[""eye-spillover"",""noneye-spillover""]",43.613,3.5,
435,thomas,IXI dataset - MRIQC derivatives,sub-0644_T1w,3.15,"[""eye-spillover"",""noneye-spillover""]",41.651,3.5,
436,thomas,IXI dataset - MRIQC derivatives,sub-0624_T1w,3.0,"[""eye-spillover"",""noneye-spillover""]",54.696,3.5,
437,thomas,IXI dataset - MRIQC derivatives,sub-0390_T1w,3.55,"[""noneye-spillover"",""wrap-around""]",32.292,3.5,
438,thomas,IXI dataset - MRIQC derivatives,sub-0605_T1w,3.2,"[""eye-spillover"",""noneye-spillover"",""inu""]",51.083,3.5,
439,thomas,IXI dataset - MRIQC derivatives,sub-0669_T1w,3.0,"[""eye-spillover"",""noneye-spillover""]",41.097,3.5,
440,thomas,IXI dataset - MRIQC derivatives,sub-1145_T1w,3.6,"[""noneye-spillover"",""inu""]",27.812,3.5,
441,thomas,IXI dataset - MRIQC derivatives,sub-0883_T1w,3.35,"[""noneye-spillover"",""inu""]",291.599,3.5,
442,thomas,IXI dataset - MRIQC derivatives,sub-0046_T1w,3.15,"[""eye-spillover"",""noneye-spillover""]",60.787,3.5,
443,thomas,IXI dataset - MRIQC derivatives,sub-0539_T1w,3.1,"[""eye-spillover"",""noneye-spillover""]",29.865,3.5,
444,thomas,IXI dataset - MRIQC derivatives,sub-0067_T1w,3.55,"[""eye-spillover"",""noneye-spillover"",""inu""]",25.968,3.5,
445,thomas,IXI dataset - MRIQC derivatives,sub-0419_T1w,2.75,"[""noneye-spillover"",""inu""]",42.682,3.5,
446,thomas,IXI dataset - MRIQC derivatives,sub-0601_T1w,2.45,"[""head-motion"",""eye-spillover"",""noneye-spillover"",""inu""]",33.848,3.5,
447,thomas,IXI dataset - MRIQC derivatives,sub-0032_T1w,3.55,"[""eye-spillover""]",35.463,3.5,
448,thomas,IXI dataset - MRIQC derivatives,sub-0793_T1w,3.3,"[""eye-spillover"",""noneye-spillover""]",36.451,3.5,
449,thomas,IXI dataset - MRIQC derivatives,sub-0409_T1w,2.6,"[""eye-spillover"",""noneye-spillover""]",52.347,3.5,
450,emeline,IXI dataset - MRIQC derivatives,sub-0999_T1w,3.9,[],45.151,3.75,
451,emeline,IXI dataset - MRIQC derivatives,sub-0705_T1w,3.25,"[""processing"",""uncategorized""]",92.606,3.5,Background artefact
452,emeline,IXI dataset - MRIQC derivatives,sub-0813_T1w,2.8,"[""noise-global"",""noise-local"",""field-variation"",""processing""]",91.713,2.15,"white horizontal line, drop out, "
453,emeline,IXI dataset - MRIQC derivatives,sub-0247_T1w,3.0,"[""field-variation""]",91.298,3.5,
454,emeline,IXI dataset - MRIQC derivatives,sub-0803_T1w,2.75,"[""noise-global"",""noise-local"",""processing""]",105.057,3.5,horizontal line 55
455,emeline,IXI dataset - MRIQC derivatives,sub-1191_T1w,2.95,"[""field-variation"",""processing"",""uncategorized""]",69.527,3.05, small background artefact
456,emeline,IXI dataset - MRIQC derivatives,sub-0507_T1w,2.7,"[""noise-global"",""noise-local"",""processing"",""uncategorized""]",73.58,3.5,"smooth, dropout, "
457,emeline,IXI dataset - MRIQC derivatives,sub-0800_T1w,3.1,"[""wrap-around"",""field-variation""]",96.917,3.5,"Fov short occipital, Background artefact"
458,emeline,IXI dataset - MRIQC derivatives,sub-0320_T1w,2.8,"[""noise-global"",""field-variation"",""processing""]",101.345,3.05,
459,emeline,IXI dataset - MRIQC derivatives,sub-0552_T1w,2.55,"[""noise-global"",""processing"",""uncategorized""]",79.777,1.35,"dropout, smooth"
460,emeline,IXI dataset - MRIQC derivatives,sub-0797_T1w,2.7,"[""field-variation"",""processing""]",75.782,3.5,
461,emeline,IXI dataset - MRIQC derivatives,sub-0918_T1w,2.95,[],80.735,3.5,
462,emeline,IXI dataset - MRIQC derivatives,sub-1120_T1w,3.15,"[""wrap-around"",""field-variation"",""processing""]",82.076,3.5,FoB short in occipital
463,emeline,IXI dataset - MRIQC derivatives,sub-0757_T1w,1.5,"[""head-motion"",""noise-local"",""wrap-around""]",96.528,3.5,fov short occipital
464,emeline,IXI dataset - MRIQC derivatives,sub-0745_T1w,3.55,"[""uncategorized""]",86.36,3.7,small baackground artefact
465,emeline,IXI dataset - MRIQC derivatives,sub-0155_T1w,2.5,[],107.563,1.75,horizontal lines 53-58 98-101...
466,emeline,IXI dataset - MRIQC derivatives,sub-1079_T1w,2.7,"[""noise-local"",""field-variation"",""processing"",""uncategorized""]",119.306,2.55,"horizontal line , Background artefact"
467,emeline,IXI dataset - MRIQC derivatives,sub-0762_T1w,3.0,"[""noise-local"",""field-variation"",""processing""]",80.604,3.5,
468,emeline,IXI dataset - MRIQC derivatives,sub-0221_T1w,3.55,"[""processing"",""uncategorized""]",58.35,3.5,horizontal line
469,emeline,IXI dataset - MRIQC derivatives,sub-0651_T1w,1.3,"[""head-motion"",""noise-global"",""noise-local""]",72.262,3.15,
470,emeline,IXI dataset - MRIQC derivatives,sub-0460_T1w,3.5,[],45.083,3.5,
471,emeline,IXI dataset - MRIQC derivatives,sub-0922_T1w,3.3,"[""uncategorized""]",99.283,3.5,small background artefact
472,emeline,IXI dataset - MRIQC derivatives,sub-0343_T1w,3.6,[],46.163,2.5,
473,emeline,IXI dataset - MRIQC derivatives,sub-0437_T1w,2.95,"[""noise-global"",""processing"",""uncategorized""]",50.551,3.5,drop out?
474,emeline,IXI dataset - MRIQC derivatives,sub-1155_T1w,2.25,"[""head-motion"",""noise-global"",""noise-local"",""field-variation"",""processing"",""uncategorized""]",88.181,2.6,"drop out, light head motion artefact 115 116 117"
475,emeline,IXI dataset - MRIQC derivatives,sub-0119_T1w,1.45,"[""head-motion"",""noise-global"",""noise-local"",""wrap-around"",""field-variation"",""processing"",""uncategorized""]",55.203,3.5,
476,emeline,IXI dataset - MRIQC derivatives,sub-0494_T1w,2.65,"[""noise-global"",""field-variation"",""processing"",""uncategorized""]",59.965,2.2,"horitzontal line , smooth"
477,emeline,IXI dataset - MRIQC derivatives,sub-0035_T1w,3.3,[],56.122,3.5,
478,emeline,IXI dataset - MRIQC derivatives,sub-0678_T1w,3.55,"[""processing"",""uncategorized""]",64.48,1.85,Background artefact
479,emeline,IXI dataset - MRIQC derivatives,sub-0479_T1w,2.95,"[""noise-local"",""field-variation"",""processing"",""uncategorized""]",53.769,2.65,Background artefact
480,emeline,IXI dataset - MRIQC derivatives,sub-0017_T1w,1.65,"[""noise-global"",""noise-local"",""processing"",""uncategorized""]",54.197,3.5,"horizontal line, Background artefact"
481,emeline,IXI dataset - MRIQC derivatives,sub-0931_T1w,1.6,"[""head-motion"",""field-variation"",""processing""]",40.617,3.5,
482,emeline,IXI dataset - MRIQC derivatives,sub-1012_T1w,3.9,[],44.904,3.15,
483,emeline,IXI dataset - MRIQC derivatives,sub-0542_T1w,3.3,"[""uncategorized""]",62.507,1.9,dropout
484,emeline,IXI dataset - MRIQC derivatives,sub-0204_T1w,2.9,"[""noise-local"",""field-variation"",""processing""]",52.437,3.5,smooth
485,emeline,IXI dataset - MRIQC derivatives,sub-0540_T1w,1.1,"[""head-motion"",""noise-global"",""noise-local"",""processing""]",48.011,3.5,low ocntrasrt
486,emeline,IXI dataset - MRIQC derivatives,sub-0248_T1w,3.55,"[""noise-local"",""field-variation""]",50.157,3.5,
487,emeline,IXI dataset - MRIQC derivatives,sub-0928_T1w,2.85,"[""field-variation"",""processing"",""uncategorized""]",50.494,2.45,Background artefact
488,emeline,IXI dataset - MRIQC derivatives,sub-0960_T1w,2.4,"[""head-motion"",""noise-global"",""processing""]",88.539,2.4,"smooth, slight head motion, "
489,emeline,IXI dataset - MRIQC derivatives,sub-0590_T1w,2.65,"[""noise-local"",""field-variation"",""processing"",""uncategorized""]",120.035,2.65,Background artefact
490,emeline,IXI dataset - MRIQC derivatives,sub-0410_T1w,1.85,"[""head-motion"",""noise-local"",""processing"",""uncategorized""]",96.854,2.95,"dropout, slight head motion, Background artefact"
491,emeline,IXI dataset - MRIQC derivatives,sub-0855_T1w,2.55,"[""noise-global"",""processing"",""uncategorized""]",62.705,3.5,"Background artefact, dropout"
492,emeline,IXI dataset - MRIQC derivatives,sub-0492_T1w,2.9,[],53.405,3.5,
493,emeline,IXI dataset - MRIQC derivatives,sub-0834_T1w,2.65,"[""head-motion"",""noise-local"",""processing""]",79.023,2.05,slight head motion
494,emeline,IXI dataset - MRIQC derivatives,sub-0030_T1w,3.55,[],56.187,2.5,
495,emeline,IXI dataset - MRIQC derivatives,sub-0488_T1w,3.9,[],3.501,3.5,
496,emeline,IXI dataset - MRIQC derivatives,sub-0679_T1w,3.55,[],44.945,3.5,
497,emeline,IXI dataset - MRIQC derivatives,sub-1034_T1w,3.05,"[""processing"",""uncategorized""]",76.511,3.5,"Background artefact, slight drop out"
498,emeline,IXI dataset - MRIQC derivatives,sub-0935_T1w,3.0,"[""noise-global"",""noise-local"",""field-variation"",""processing"",""uncategorized""]",60.355,3.5,drop out 
499,emeline,IXI dataset - MRIQC derivatives,sub-0449_T1w,3.0,[],52.51,3.5,
500,emeline,IXI dataset - MRIQC derivatives,sub-0642_T1w,2.95,"[""noise-global"",""processing"",""uncategorized""]",78.255,3.5,"dropout, smooth"
501,emeline,IXI dataset - MRIQC derivatives,sub-0481_T1w,3.0,"[""field-variation""]",48.231,2.75,
502,emeline,IXI dataset - MRIQC derivatives,sub-1208_T1w,2.85,"[""processing""]",60.478,2.25,smooth
503,emeline,IXI dataset - MRIQC derivatives,sub-1082_T1w,2.55,"[""noise-global"",""noise-local"",""processing"",""uncategorized""]",63.448,3.5,Background artefact
504,emeline,IXI dataset - MRIQC derivatives,sub-1171_T1w,2.7,"[""uncategorized""]",57.241,3.05,dropout
505,emeline,IXI dataset - MRIQC derivatives,sub-0518_T1w,3.1,"[""noise-global"",""noise-local"",""field-variation"",""processing""]",55.015,3.0,
506,emeline,IXI dataset - MRIQC derivatives,sub-0229_T1w,1.55,"[""head-motion"",""field-variation"",""processing"",""uncategorized""]",71.801,1.85,"dropout, sligh head motion"
507,emeline,IXI dataset - MRIQC derivatives,sub-0910_T1w,1.3,"[""head-motion"",""noise-global"",""noise-local"",""processing""]",40.613,3.5,
508,emeline,IXI dataset - MRIQC derivatives,sub-0395_T1w,2.7,[],66.092,3.5,
509,emeline,IXI dataset - MRIQC derivatives,sub-0228_T1w,3.05,"[""noise-local"",""field-variation"",""processing"",""uncategorized""]",81.455,3.0,horizontal line
510,emeline,IXI dataset - MRIQC derivatives,sub-0966_T1w,2.85,"[""noise-local"",""field-variation""]",64.328,3.5,
511,emeline,IXI dataset - MRIQC derivatives,sub-0892_T1w,2.9,"[""noise-local"",""field-variation"",""processing"",""uncategorized""]",137.797,3.1,"horizontal line, slight drop out"
512,emeline,IXI dataset - MRIQC derivatives,sub-0497_T1w,2.95,[],38.638,3.5,
513,emeline,IXI dataset - MRIQC derivatives,sub-1035_T1w,2.65,"[""processing"",""uncategorized""]",60.252,2.9,dropout
514,emeline,IXI dataset - MRIQC derivatives,sub-0756_T1w,2.75,"[""noise-global"",""processing"",""uncategorized""]",55.177,3.05,Background artefact
515,emeline,IXI dataset - MRIQC derivatives,sub-1184_T1w,2.95,"[""noise-local"",""processing"",""uncategorized""]",62.792,3.5,Background artefact
516,emeline,IXI dataset - MRIQC derivatives,sub-0689_T1w,3.0,"[""noise-local"",""field-variation"",""processing"",""uncategorized""]",57.229,2.7,horizontal line
517,emeline,IXI dataset - MRIQC derivatives,sub-0529_T1w,2.45,"[""head-motion"",""processing"",""uncategorized""]",64.947,1.05,"slight head motion, drop out"
518,emeline,IXI dataset - MRIQC derivatives,sub-0755_T1w,2.65,"[""noise-global"",""noise-local"",""processing"",""uncategorized""]",48.505,3.05,Background artefact
519,emeline,IXI dataset - MRIQC derivatives,sub-0923_T1w,2.65,"[""noise-global"",""noise-local"",""processing""]",59.768,3.5,
520,emeline,IXI dataset - MRIQC derivatives,sub-0082_T1w,2.8,"[""noise-global"",""processing""]",72.507,3.05,
521,emeline,IXI dataset - MRIQC derivatives,sub-0057_T1w,2.45,"[""field-variation"",""processing"",""uncategorized""]",65.216,0.95,dropout
522,emeline,IXI dataset - MRIQC derivatives,sub-0478_T1w,2.95,[],48.822,3.5,
523,emeline,IXI dataset - MRIQC derivatives,sub-0929_T1w,2.5,"[""noise-global"",""noise-local"",""processing"",""uncategorized""]",52.364,2.3,Background artefact
524,emeline,IXI dataset - MRIQC derivatives,sub-1226_T1w,1.4,"[""head-motion""]",46.647,3.5,
525,emeline,IXI dataset - MRIQC derivatives,sub-0059_T1w,3.45,"[""field-variation"",""processing""]",54.561,3.2,
526,emeline,IXI dataset - MRIQC derivatives,sub-0359_T1w,3.2,"[""noise-local"",""processing""]",74.423,3.3,
527,emeline,IXI dataset - MRIQC derivatives,sub-1150_T1w,3.0,"[""noise-local"",""uncategorized""]",67.314,3.0,Background artefact
528,emeline,IXI dataset - MRIQC derivatives,sub-0617_T1w,3.55,[],64.749,3.5,
529,emeline,IXI dataset - MRIQC derivatives,sub-0562_T1w,3.35,"[""noise-local"",""uncategorized""]",58.851,3.5,Background artefact
530,emeline,IXI dataset - MRIQC derivatives,sub-0982_T1w,3.15,"[""noise-local"",""field-variation"",""uncategorized""]",78.15,3.0,Background artefact
531,emeline,IXI dataset - MRIQC derivatives,sub-0716_T1w,1.45,"[""head-motion""]",42.844,3.5,
532,emeline,IXI dataset - MRIQC derivatives,sub-0904_T1w,2.65,"[""noise-global"",""noise-local"",""processing"",""uncategorized""]",94.512,1.75,Background artefact
533,emeline,IXI dataset - MRIQC derivatives,sub-0184_T1w,2.8,"[""head-motion"",""processing""]",76.577,3.0,super slight head motion
534,emeline,IXI dataset - MRIQC derivatives,sub-0396_T1w,2.7,"[""wrap-around""]",96.84,1.6,"short fov, head tilted, light head motion"
535,emeline,IXI dataset - MRIQC derivatives,sub-1044_T1w,3.0,"[""noise-local"",""processing""]",57.282,3.5,
536,emeline,IXI dataset - MRIQC derivatives,sub-0621_T1w,2.85,"[""uncategorized""]",87.261,3.25,"horizontal line, Background artefact"
537,emeline,IXI dataset - MRIQC derivatives,sub-0778_T1w,2.7,"[""noise-local"",""uncategorized""]",85.336,3.5,Background artefact
538,emeline,IXI dataset - MRIQC derivatives,sub-0620_T1w,3.15,"[""field-variation"",""processing"",""uncategorized""]",54.503,3.5,dropout?
539,emeline,IXI dataset - MRIQC derivatives,sub-0186_T1w,2.6,"[""noise-local"",""processing"",""uncategorized""]",78.031,2.95,"drop out, Background artefact"
540,emeline,IXI dataset - MRIQC derivatives,sub-0852_T1w,3.5,"[""processing""]",124.946,3.5,
541,emeline,IXI dataset - MRIQC derivatives,sub-0499_T1w,3.6,"[""processing""]",67.22,3.15,smooth
542,emeline,IXI dataset - MRIQC derivatives,sub-0862_T1w,2.9,"[""wrap-around"",""uncategorized""]",82.503,2.65,"short fov, Background artefact"
543,emeline,IXI dataset - MRIQC derivatives,sub-1195_T1w,3.25,"[""field-variation"",""uncategorized""]",59.269,3.5,background noise
544,emeline,IXI dataset - MRIQC derivatives,sub-0374_T1w,2.65,"[""noise-global"",""noise-local"",""uncategorized""]",88.483,3.15,"horizontal line, background noise"
545,emeline,IXI dataset - MRIQC derivatives,sub-0737_T1w,3.6,"[""uncategorized""]",35.732,3.5,Background artefact
546,emeline,IXI dataset - MRIQC derivatives,sub-0144_T1w,3.3,"[""processing""]",60.239,3.7,head tilded
547,emeline,IXI dataset - MRIQC derivatives,sub-0725_T1w,3.45,"[""field-variation"",""processing""]",57.513,2.9,smooth
548,emeline,IXI dataset - MRIQC derivatives,sub-1177_T1w,3.45,"[""noise-global"",""processing""]",66.981,3.25,
549,emeline,IXI dataset - MRIQC derivatives,sub-1046_T1w,3.4,[],76.284,2.15,
550,emeline,IXI dataset - MRIQC derivatives,sub-0717_T1w,3.4,"[""processing""]",74.766,3.5,
551,emeline,IXI dataset - MRIQC derivatives,sub-0095_T1w,2.0,"[""head-motion"",""noise-global"",""noise-local"",""processing"",""uncategorized""]",62.668,2.85,Background artefact
552,emeline,IXI dataset - MRIQC derivatives,sub-0166_T1w,2.4,"[""head-motion"",""noise-global"",""noise-local"",""processing""]",55.473,3.5,
553,emeline,IXI dataset - MRIQC derivatives,sub-0026_T1w,2.55,"[""noise-global"",""uncategorized""]",58.855,2.8,Background artefact
554,emeline,IXI dataset - MRIQC derivatives,sub-0984_T1w,3.15,[],73.772,3.5,
555,emeline,IXI dataset - MRIQC derivatives,sub-0767_T1w,3.05,"[""noise-global"",""field-variation""]",55.486,3.5,
556,emeline,IXI dataset - MRIQC derivatives,sub-0730_T1w,3.5,[],53.909,2.15,
557,emeline,IXI dataset - MRIQC derivatives,sub-0464_T1w,3.5,[],50.116,3.5,
558,emeline,IXI dataset - MRIQC derivatives,sub-0996_T1w,3.25,"[""noise-local"",""field-variation"",""processing""]",57.679,2.5,
559,emeline,IXI dataset - MRIQC derivatives,sub-0230_T1w,3.55,"[""processing""]",58.566,2.7,
560,jaime,IXI dataset - MRIQC derivatives,sub-1109_T1w,2.95,[],124.534,3.5,blurry in general
561,jaime,IXI dataset - MRIQC derivatives,sub-0432_T1w,3.75,[],185.112,3.5,
562,jaime,IXI dataset - MRIQC derivatives,sub-1154_T1w,3.65,[],227.496,3.5,
563,jaime,IXI dataset - MRIQC derivatives,sub-0983_T1w,3.25,[],66.679,3.5,
564,jaime,IXI dataset - MRIQC derivatives,sub-0543_T1w,3.55,[],164.216,3.5,in some cases I detect small black random dots on the brain. In this case for example in slices 83-86. In theory this dataset is composed of healthy subjects so I'm not sure it is related to quality or mini strokes they have...
565,jaime,IXI dataset - MRIQC derivatives,sub-0255_T1w,4.0,[],65.669,3.5,
566,jaime,IXI dataset - MRIQC derivatives,sub-0942_T1w,3.45,"[""inu""]",93.979,3.5,INU 65-67 upper right part? I'm not good at detecting this tbh...
567,jaime,IXI dataset - MRIQC derivatives,sub-0738_T1w,3.4,[],106.443,3.5,slight head motion signs in sagittal 46. A bit blurry?
568,jaime,IXI dataset - MRIQC derivatives,sub-0912_T1w,3.4,"[""head-motion""]",100.248,3.5,slight signs of head motion in sagittal views
569,jaime,IXI dataset - MRIQC derivatives,sub-0173_T1w,3.5,"[""head-motion""]",106.59,3.5,slight head motion curves in sagittal 47
570,jaime,IXI dataset - MRIQC derivatives,sub-0171_T1w,3.4,[],141.306,3.5,black dots again... 100-130. Also in sagittal views
571,jaime,IXI dataset - MRIQC derivatives,sub-0938_T1w,3.45,"[""head-motion""]",219.86,3.5,noticeable head motion artifacts from slice 101 but it doesn't look to affect much the brain but outside the skull
572,jaime,IXI dataset - MRIQC derivatives,sub-0083_T1w,3.55,[],63.843,3.5,
573,jaime,IXI dataset - MRIQC derivatives,sub-0056_T1w,3.45,"[""head-motion""]",80.385,3.5,"slight in sagittal 48, 64"
574,jaime,IXI dataset - MRIQC derivatives,sub-0140_T1w,1.95,[],75.097,3.5,super blurry
575,jaime,IXI dataset - MRIQC derivatives,sub-0965_T1w,3.5,[],81.005,3.5,
576,jaime,IXI dataset - MRIQC derivatives,sub-0838_T1w,3.7,[],37.925,3.5,
577,jaime,IXI dataset - MRIQC derivatives,sub-0302_T1w,3.55,[],42.141,3.5,
578,jaime,IXI dataset - MRIQC derivatives,sub-0452_T1w,3.35,[],86.085,3.5,
579,jaime,IXI dataset - MRIQC derivatives,sub-0580_T1w,3.55,[],39.999,3.5,
580,jaime,IXI dataset - MRIQC derivatives,sub-0004_T1w,3.85,[],38.979,3.5,
581,jaime,IXI dataset - MRIQC derivatives,sub-0525_T1w,3.45,[],69.853,3.5,
582,jaime,IXI dataset - MRIQC derivatives,sub-0804_T1w,3.45,"[""inu""]",110.018,3.5,INU 83-84 left ventricle bottom part? the right a bit as well
583,jaime,IXI dataset - MRIQC derivatives,sub-0039_T1w,3.55,[],97.074,3.5,black dots 119-135
584,jaime,IXI dataset - MRIQC derivatives,sub-0163_T1w,3.65,[],143.614,3.5,left to right phase encoding noticeable in background images
585,jaime,IXI dataset - MRIQC derivatives,sub-0867_T1w,3.75,[],35.796,3.5,
586,jaime,IXI dataset - MRIQC derivatives,sub-0724_T1w,1.2,"[""head-motion""]",181.442,3.5,"head motion artifacts around slice 79 (right upper part), especially noticeable around slice 109. Also in sagittal views"
587,jaime,IXI dataset - MRIQC derivatives,sub-0169_T1w,3.85,[],115.203,3.5,
588,jaime,IXI dataset - MRIQC derivatives,sub-0653_T1w,3.55,"[""head-motion""]",57.685,3.5,slight signs of head motion in sagittal views
589,jaime,IXI dataset - MRIQC derivatives,sub-0644_T1w,3.6,[],37.525,3.5,
590,jaime,IXI dataset - MRIQC derivatives,sub-0624_T1w,3.65,[],34.324,3.5,
591,jaime,IXI dataset - MRIQC derivatives,sub-0390_T1w,3.55,[],159.139,3.5,slight head motion in sagittal
592,jaime,IXI dataset - MRIQC derivatives,sub-0605_T1w,3.65,[],79.483,3.5,
593,jaime,IXI dataset - MRIQC derivatives,sub-0669_T1w,3.75,[],50.289,3.5,
594,jaime,IXI dataset - MRIQC derivatives,sub-1145_T1w,3.6,[],26.896,3.5,
595,jaime,IXI dataset - MRIQC derivatives,sub-0883_T1w,3.65,[],22.798,3.5,
596,jaime,IXI dataset - MRIQC derivatives,sub-0046_T1w,2.85,"[""head-motion""]",78.009,3.5,slight signs of head motion
597,jaime,IXI dataset - MRIQC derivatives,sub-0539_T1w,3.45,[],111.751,3.5,black dots 110-132
598,jaime,IXI dataset - MRIQC derivatives,sub-0067_T1w,3.8,[],41.456,3.5,
599,jaime,IXI dataset - MRIQC derivatives,sub-0419_T1w,3.45,[],56.423,3.5,head motion curves in sagittal views
600,jaime,IXI dataset - MRIQC derivatives,sub-0601_T1w,3.35,[],71.63,3.5,
601,jaime,IXI dataset - MRIQC derivatives,sub-0032_T1w,3.65,[],30.525,3.5,
602,jaime,IXI dataset - MRIQC derivatives,sub-0793_T1w,3.55,[],46.604,3.5,black dots around #124
603,jaime,IXI dataset - MRIQC derivatives,sub-0409_T1w,3.55,[],48.263,3.5,
604,jaime,IXI dataset - MRIQC derivatives,sub-0554_T1w,3.9,[],20.447,3.5,
605,jaime,IXI dataset - MRIQC derivatives,sub-0260_T1w,3.55,[],70.05,3.5,
606,jaime,IXI dataset - MRIQC derivatives,sub-0741_T1w,3.75,[],40.51,3.5,
607,jaime,IXI dataset - MRIQC derivatives,sub-1002_T1w,3.55,[],66.163,3.5,
608,jaime,IXI dataset - MRIQC derivatives,sub-0316_T1w,1.9,"[""head-motion""]",81.045,3.5,head motion around #100
609,jaime,IXI dataset - MRIQC derivatives,sub-1114_T1w,3.95,[],27.745,3.5,
610,jaime,IXI dataset - MRIQC derivatives,sub-0040_T1w,3.4,[],50.885,3.5,
611,jaime,IXI dataset - MRIQC derivatives,sub-0295_T1w,3.6,[],26.47,3.5,
612,jaime,IXI dataset - MRIQC derivatives,sub-0285_T1w,3.7,[],25.948,3.5,
613,jaime,IXI dataset - MRIQC derivatives,sub-0134_T1w,3.55,[],62.073,3.5,
614,jaime,IXI dataset - MRIQC derivatives,sub-0088_T1w,1.35,[],464.389,0.45,"signal dropout 90 to 116, not sure it's signal dropout or the nature of this brain, but if it's signal dropout, I would exclude it "
615,jaime,IXI dataset - MRIQC derivatives,sub-0007_T1w,3.8,[],22.43,3.5,
616,jaime,IXI dataset - MRIQC derivatives,sub-0954_T1w,3.85,[],34.144,3.5,
617,jaime,IXI dataset - MRIQC derivatives,sub-0392_T1w,3.95,[],59.064,3.5,
618,jaime,IXI dataset - MRIQC derivatives,sub-0595_T1w,2.95,[],44.547,3.5,a bit blurry and not so well defined as others
619,jaime,IXI dataset - MRIQC derivatives,sub-0995_T1w,3.1,[],55.547,3.5,black dots around 93
620,jaime,IXI dataset - MRIQC derivatives,sub-0606_T1w,2.6,[],339.414,3.5,"not well defined the high frequencies, not many values in the histogram (very homogeneous)"
621,jaime,IXI dataset - MRIQC derivatives,sub-0154_T1w,3.4,[],30.504,3.5,
622,jaime,IXI dataset - MRIQC derivatives,sub-0448_T1w,3.55,[],129.411,3.5,
623,jaime,IXI dataset - MRIQC derivatives,sub-0847_T1w,3.95,[],91.482,3.5,
624,jaime,IXI dataset - MRIQC derivatives,sub-0776_T1w,3.95,[],17.256,3.5,
625,jaime,IXI dataset - MRIQC derivatives,sub-0888_T1w,3.7,[],44.122,3.5,
626,jaime,IXI dataset - MRIQC derivatives,sub-0178_T1w,3.4,[],47.82,3.5,
627,jaime,IXI dataset - MRIQC derivatives,sub-0632_T1w,3.35,[],34.658,3.5,black dots around 109
628,jaime,IXI dataset - MRIQC derivatives,sub-0058_T1w,3.55,[],55.99,3.5,
629,jaime,IXI dataset - MRIQC derivatives,sub-1172_T1w,3.45,[],34.816,3.5,slight motion curves in sagittal views
630,jaime,IXI dataset - MRIQC derivatives,sub-0728_T1w,3.95,[],36.83,3.5,
631,jaime,IXI dataset - MRIQC derivatives,sub-1133_T1w,3.05,[],34.731,3.5,"not well defined, quite homogeneous"
632,jaime,IXI dataset - MRIQC derivatives,sub-0608_T1w,3.55,[],36.972,3.5,
633,jaime,IXI dataset - MRIQC derivatives,sub-0999_T1w,3.8,[],66.342,3.5,
634,jaime,IXI dataset - MRIQC derivatives,sub-0705_T1w,3.5,[],38.714,3.5,
635,jaime,IXI dataset - MRIQC derivatives,sub-0813_T1w,3.85,[],38.623,3.5,
636,jaime,IXI dataset - MRIQC derivatives,sub-0247_T1w,3.65,[],72.885,3.5,
