randomized_id	rater_id	dataset	rating	time_sec	artifacts	confidence	comments	defaced	subject
sub-0241_T1w	rater_03	IXI dataset - MRIQC derivatives	3.3	45.428	"[""noneye-spillover""]"	3.5		1	130
sub-0370_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	81.994	"[""eye-spillover""]"	3.5		0	445
sub-1109_T1w	rater_03	IXI dataset - MRIQC derivatives	3.2	56.445	"[""eye-spillover""]"	3.5		0	525
sub-0432_T1w	rater_03	IXI dataset - MRIQC derivatives	3.25	44.408	"[""noneye-spillover"",""inu""]"	3.5		1	052
sub-1154_T1w	rater_03	IXI dataset - MRIQC derivatives	3.35	40.02	"[""eye-spillover"",""inu""]"	3.5		1	522
sub-0983_T1w	rater_03	IXI dataset - MRIQC derivatives	3.15	32.629	"[""eye-spillover"",""wrap-around""]"	3.5		1	176
sub-0543_T1w	rater_03	IXI dataset - MRIQC derivatives	3.55	36.965	"[""eye-spillover""]"	3.5		1	559
sub-0255_T1w	rater_03	IXI dataset - MRIQC derivatives	3.6	59.549	"[""noneye-spillover""]"	3.5		0	633
sub-0942_T1w	rater_03	IXI dataset - MRIQC derivatives	2.75	72.586	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	515
sub-0738_T1w	rater_03	IXI dataset - MRIQC derivatives	2.9	56.713	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	384
sub-0912_T1w	rater_03	IXI dataset - MRIQC derivatives	2.85	39.715	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	261
sub-0173_T1w	rater_03	IXI dataset - MRIQC derivatives	4.0	23.02	[]	3.5		0	335
sub-0171_T1w	rater_03	IXI dataset - MRIQC derivatives	2.95	37.741	"[""eye-spillover"",""noneye-spillover"",""inu""]"	3.5		1	631
sub-0938_T1w	rater_03	IXI dataset - MRIQC derivatives	2.0	54.422000000000004	"[""eye-spillover"",""noneye-spillover"",""wrap-around"",""inu""]"	3.5		0	167
sub-0083_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	51.964	"[""eye-spillover""]"	3.5		0	611
sub-0056_T1w	rater_03	IXI dataset - MRIQC derivatives	2.4	51.819	"[""head-motion"",""noneye-spillover"",""noise-local""]"	3.5		0	277
sub-0140_T1w	rater_03	IXI dataset - MRIQC derivatives	1.35	34.479	"[""head-motion"",""eye-spillover"",""noneye-spillover""]"	3.5		1	226
sub-0965_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	32.74	"[""noneye-spillover"",""inu""]"	3.5		1	132
sub-0838_T1w	rater_03	IXI dataset - MRIQC derivatives	3.45	40.414	"[""noneye-spillover"",""inu""]"	3.5		1	484
sub-0302_T1w	rater_03	IXI dataset - MRIQC derivatives	3.55	154.607	[]	3.5		1	643
sub-0452_T1w	rater_03	IXI dataset - MRIQC derivatives	2.8	46.355	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	206
sub-0580_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	43.565	"[""noneye-spillover"",""inu"",""uncategorized""]"	3.5		1	452
sub-0004_T1w	rater_03	IXI dataset - MRIQC derivatives	3.25	51.916	"[""eye-spillover"",""inu""]"	3.5		1	256
sub-0525_T1w	rater_03	IXI dataset - MRIQC derivatives	2.7	42.232	"[""noneye-spillover""]"	3.5		0	452
sub-0804_T1w	rater_03	IXI dataset - MRIQC derivatives	2.95	43.396	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	515
sub-0039_T1w	rater_03	IXI dataset - MRIQC derivatives	3.55	36.236	"[""eye-spillover""]"	3.5		0	632
sub-0163_T1w	rater_03	IXI dataset - MRIQC derivatives	3.6	43.417	"[""eye-spillover""]"	3.5		0	519
sub-0867_T1w	rater_03	IXI dataset - MRIQC derivatives	3.35	83.601	[]	3.5		1	212
sub-0724_T1w	rater_03	IXI dataset - MRIQC derivatives	1.45	27.302	"[""head-motion"",""noneye-spillover""]"	3.5		1	387
sub-0169_T1w	rater_03	IXI dataset - MRIQC derivatives	3.2	33.776	"[""noneye-spillover"",""inu""]"	3.5		0	212
sub-0653_T1w	rater_03	IXI dataset - MRIQC derivatives	2.95	43.613	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	130
sub-0644_T1w	rater_03	IXI dataset - MRIQC derivatives	3.15	41.651	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	095
sub-0624_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	54.696	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	482
sub-0390_T1w	rater_03	IXI dataset - MRIQC derivatives	3.55	32.292	"[""noneye-spillover"",""wrap-around""]"	3.5		1	335
sub-0605_T1w	rater_03	IXI dataset - MRIQC derivatives	3.2	51.083	"[""eye-spillover"",""noneye-spillover"",""inu""]"	3.5		1	296
sub-0669_T1w	rater_03	IXI dataset - MRIQC derivatives	3.0	41.097	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	635
sub-1145_T1w	rater_03	IXI dataset - MRIQC derivatives	3.6	27.812	"[""noneye-spillover"",""inu""]"	3.5		1	159
sub-0883_T1w	rater_03	IXI dataset - MRIQC derivatives	3.35	291.599	"[""noneye-spillover"",""inu""]"	3.5		1	137
sub-0046_T1w	rater_03	IXI dataset - MRIQC derivatives	3.15	60.787	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	353
sub-0539_T1w	rater_03	IXI dataset - MRIQC derivatives	3.1	29.865	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	105
sub-0067_T1w	rater_03	IXI dataset - MRIQC derivatives	3.55	25.968	"[""eye-spillover"",""noneye-spillover"",""inu""]"	3.5		1	080
sub-0419_T1w	rater_03	IXI dataset - MRIQC derivatives	2.75	42.682	"[""noneye-spillover"",""inu""]"	3.5		1	605
sub-0601_T1w	rater_03	IXI dataset - MRIQC derivatives	2.45	33.848	"[""head-motion"",""eye-spillover"",""noneye-spillover"",""inu""]"	3.5		1	034
sub-0032_T1w	rater_03	IXI dataset - MRIQC derivatives	3.55	35.463	"[""eye-spillover""]"	3.5		1	162
sub-0793_T1w	rater_03	IXI dataset - MRIQC derivatives	3.3	36.451	"[""eye-spillover"",""noneye-spillover""]"	3.5		1	049
sub-0409_T1w	rater_03	IXI dataset - MRIQC derivatives	2.6	52.347	"[""eye-spillover"",""noneye-spillover""]"	3.5		0	565
sub-0999_T1w	rater_02	IXI dataset - MRIQC derivatives	3.9	45.151	[]	3.75		0	095
sub-0705_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	92.606	"[""processing"",""uncategorized""]"	3.5	Background artefact	0	566
sub-0813_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	91.713	"[""noise-global"",""noise-local"",""field-variation"",""processing""]"	2.15	white horizontal line, drop out, 	0	280
sub-0247_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	91.298	"[""field-variation""]"	3.5		1	638
sub-0803_T1w	rater_02	IXI dataset - MRIQC derivatives	2.75	105.057	"[""noise-global"",""noise-local"",""processing""]"	3.5	horizontal line 55	1	056
sub-1191_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	69.527	"[""field-variation"",""processing"",""uncategorized""]"	3.05	 small background artefact	1	148
sub-0507_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	73.58	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.5	smooth, dropout, 	1	201
sub-0800_T1w	rater_02	IXI dataset - MRIQC derivatives	3.1	96.917	"[""wrap-around"",""field-variation""]"	3.5	Fov short occipital, Background artefact	0	148
sub-0320_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	101.345	"[""noise-global"",""field-variation"",""processing""]"	3.05		1	396
sub-0552_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	79.777	"[""noise-global"",""processing"",""uncategorized""]"	1.35	dropout, smooth	1	386
sub-0797_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	75.782	"[""field-variation"",""processing""]"	3.5		1	253
sub-0918_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	80.735	[]	3.5		0	609
sub-1120_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	82.076	"[""wrap-around"",""field-variation"",""processing""]"	3.5	FoB short in occipital	0	132
sub-0757_T1w	rater_02	IXI dataset - MRIQC derivatives	1.5	96.528	"[""head-motion"",""noise-local"",""wrap-around""]"	3.5	fov short occipital	1	636
sub-0745_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	86.36	"[""uncategorized""]"	3.7	small baackground artefact	0	511
sub-0155_T1w	rater_02	IXI dataset - MRIQC derivatives	2.5	107.563	[]	1.75	horizontal lines 53-58 98-101...	1	443
sub-1079_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	119.306	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	2.55	horizontal line , Background artefact	0	174
sub-0762_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	80.604	"[""noise-local"",""field-variation"",""processing""]"	3.5		1	048
sub-0221_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	58.35	"[""processing"",""uncategorized""]"	3.5	horizontal line	0	436
sub-0651_T1w	rater_02	IXI dataset - MRIQC derivatives	1.3	72.262	"[""head-motion"",""noise-global"",""noise-local""]"	3.15		0	204
sub-0460_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	45.083	[]	3.5		1	538
sub-0922_T1w	rater_02	IXI dataset - MRIQC derivatives	3.3	99.283	"[""uncategorized""]"	3.5	small background artefact	0	522
sub-0343_T1w	rater_02	IXI dataset - MRIQC derivatives	3.6	46.163	[]	2.5		1	546
sub-0437_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	50.551	"[""noise-global"",""processing"",""uncategorized""]"	3.5	drop out?	1	302
sub-1155_T1w	rater_02	IXI dataset - MRIQC derivatives	2.25	88.181	"[""head-motion"",""noise-global"",""noise-local"",""field-variation"",""processing"",""uncategorized""]"	2.6	drop out, light head motion artefact 115 116 117	1	598
sub-0119_T1w	rater_02	IXI dataset - MRIQC derivatives	1.45	55.203	"[""head-motion"",""noise-global"",""noise-local"",""wrap-around"",""field-variation"",""processing"",""uncategorized""]"	3.5		0	636
sub-0494_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	59.965	"[""noise-global"",""field-variation"",""processing"",""uncategorized""]"	2.2	horitzontal line , smooth	0	033
sub-0035_T1w	rater_02	IXI dataset - MRIQC derivatives	3.3	56.122	[]	3.5		1	051
sub-0678_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	64.48	"[""processing"",""uncategorized""]"	1.85	Background artefact	0	441
sub-0479_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	53.769	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	2.65	Background artefact	0	566
sub-0017_T1w	rater_02	IXI dataset - MRIQC derivatives	1.65	54.197	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.5	horizontal line, Background artefact	0	443
sub-0931_T1w	rater_02	IXI dataset - MRIQC derivatives	1.6	40.617	"[""head-motion"",""field-variation"",""processing""]"	3.5		1	295
sub-1012_T1w	rater_02	IXI dataset - MRIQC derivatives	3.9	44.904	[]	3.15		1	327
sub-0542_T1w	rater_02	IXI dataset - MRIQC derivatives	3.3	62.507	"[""uncategorized""]"	1.9	dropout	1	267
sub-0204_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	52.437	"[""noise-local"",""field-variation"",""processing""]"	3.5	smooth	0	256
sub-0540_T1w	rater_02	IXI dataset - MRIQC derivatives	1.1	48.011	"[""head-motion"",""noise-global"",""noise-local"",""processing""]"	3.5	low ocntrasrt	1	204
sub-0248_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	50.157	"[""noise-local"",""field-variation""]"	3.5		1	163
sub-0928_T1w	rater_02	IXI dataset - MRIQC derivatives	2.85	50.494	"[""field-variation"",""processing"",""uncategorized""]"	2.45	Background artefact	1	363
sub-0960_T1w	rater_02	IXI dataset - MRIQC derivatives	2.4	88.539	"[""head-motion"",""noise-global"",""processing""]"	2.4	smooth, slight head motion, 	1	598
sub-0590_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	120.035	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	2.65	Background artefact	0	253
sub-0410_T1w	rater_02	IXI dataset - MRIQC derivatives	1.85	96.854	"[""head-motion"",""noise-local"",""processing"",""uncategorized""]"	2.95	dropout, slight head motion, Background artefact	0	599
sub-0855_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	62.705	"[""noise-global"",""processing"",""uncategorized""]"	3.5	Background artefact, dropout	1	257
sub-0492_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	53.405	[]	3.5		0	052
sub-0834_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	79.023	"[""head-motion"",""noise-local"",""processing""]"	2.05	slight head motion	0	221
sub-0030_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	56.187	[]	2.5		1	633
sub-0488_T1w	rater_02	IXI dataset - MRIQC derivatives	3.9	3.501	[]	3.5		1	451
sub-0679_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	44.945	[]	3.5		0	214
sub-1034_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	76.511	"[""processing"",""uncategorized""]"	3.5	Background artefact, slight drop out	0	485
sub-0935_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	60.355	"[""noise-global"",""noise-local"",""field-variation"",""processing"",""uncategorized""]"	3.5	drop out 	1	282
sub-0449_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	52.51	[]	3.5		0	136
sub-0642_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	78.255	"[""noise-global"",""processing"",""uncategorized""]"	3.5	dropout, smooth	0	275
sub-0481_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	48.231	"[""field-variation""]"	2.75		1	483
sub-1208_T1w	rater_02	IXI dataset - MRIQC derivatives	2.85	60.478	"[""processing""]"	2.25	smooth	1	180
sub-1082_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	63.448	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.5	Background artefact	1	526
sub-1171_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	57.241	"[""uncategorized""]"	3.05	dropout	1	211
sub-0518_T1w	rater_02	IXI dataset - MRIQC derivatives	3.1	55.015	"[""noise-global"",""noise-local"",""field-variation"",""processing""]"	3.0		0	162
sub-0229_T1w	rater_02	IXI dataset - MRIQC derivatives	1.55	71.801	"[""head-motion"",""field-variation"",""processing"",""uncategorized""]"	1.85	dropout, sligh head motion	0	634
sub-0910_T1w	rater_02	IXI dataset - MRIQC derivatives	1.3	40.613	"[""head-motion"",""noise-global"",""noise-local"",""processing""]"	3.5		1	316
sub-0395_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	66.092	[]	3.5		1	033
sub-0228_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	81.455	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	3.0	horizontal line	1	195
sub-0966_T1w	rater_02	IXI dataset - MRIQC derivatives	2.85	64.328	"[""noise-local"",""field-variation""]"	3.5		0	572
sub-0892_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	137.797	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	3.1	horizontal line, slight drop out	0	180
sub-0497_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	38.638	[]	3.5		0	255
sub-1035_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	60.252	"[""processing"",""uncategorized""]"	2.9	dropout	1	093
sub-0756_T1w	rater_02	IXI dataset - MRIQC derivatives	2.75	55.177	"[""noise-global"",""processing"",""uncategorized""]"	3.05	Background artefact	1	566
sub-1184_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	62.792	"[""noise-local"",""processing"",""uncategorized""]"	3.5	Background artefact	0	385
sub-0689_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	57.229	"[""noise-local"",""field-variation"",""processing"",""uncategorized""]"	2.7	horizontal line	1	276
sub-0529_T1w	rater_02	IXI dataset - MRIQC derivatives	2.45	64.947	"[""head-motion"",""processing"",""uncategorized""]"	1.05	slight head motion, drop out	1	437
sub-0755_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	48.505	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	3.05	Background artefact	0	257
sub-0923_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	59.768	"[""noise-global"",""noise-local"",""processing""]"	3.5		1	014
sub-0082_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	72.507	"[""noise-global"",""processing""]"	3.05		0	014
sub-0057_T1w	rater_02	IXI dataset - MRIQC derivatives	2.45	65.216	"[""field-variation"",""processing"",""uncategorized""]"	0.95	dropout	1	544
sub-0478_T1w	rater_02	IXI dataset - MRIQC derivatives	2.95	48.822	[]	3.5		0	214
sub-0929_T1w	rater_02	IXI dataset - MRIQC derivatives	2.5	52.364	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	2.3	Background artefact	1	516
sub-1226_T1w	rater_02	IXI dataset - MRIQC derivatives	1.4	46.647	"[""head-motion""]"	3.5		1	577
sub-0059_T1w	rater_02	IXI dataset - MRIQC derivatives	3.45	54.561	"[""field-variation"",""processing""]"	3.2		0	105
sub-0359_T1w	rater_02	IXI dataset - MRIQC derivatives	3.2	74.423	"[""noise-local"",""processing""]"	3.3		1	538
sub-1150_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	67.314	"[""noise-local"",""uncategorized""]"	3.0	Background artefact	0	452
sub-0617_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	64.749	[]	3.5		1	519
sub-0562_T1w	rater_02	IXI dataset - MRIQC derivatives	3.35	58.851	"[""noise-local"",""uncategorized""]"	3.5	Background artefact	1	453
sub-0982_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	78.15	"[""noise-local"",""field-variation"",""uncategorized""]"	3.0	Background artefact	0	253
sub-0716_T1w	rater_02	IXI dataset - MRIQC derivatives	1.45	42.844	"[""head-motion""]"	3.5		0	636
sub-0904_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	94.512	"[""noise-global"",""noise-local"",""processing"",""uncategorized""]"	1.75	Background artefact	0	353
sub-0184_T1w	rater_02	IXI dataset - MRIQC derivatives	2.8	76.577	"[""head-motion"",""processing""]"	3.0	super slight head motion	1	136
sub-0396_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	96.84	"[""wrap-around""]"	1.6	short fov, head tilted, light head motion	0	313
sub-1044_T1w	rater_02	IXI dataset - MRIQC derivatives	3.0	57.282	"[""noise-local"",""processing""]"	3.5		1	362
sub-0621_T1w	rater_02	IXI dataset - MRIQC derivatives	2.85	87.261	"[""uncategorized""]"	3.25	horizontal line, Background artefact	0	610
sub-0778_T1w	rater_02	IXI dataset - MRIQC derivatives	2.7	85.336	"[""noise-local"",""uncategorized""]"	3.5	Background artefact	0	239
sub-0620_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	54.503	"[""field-variation"",""processing"",""uncategorized""]"	3.5	dropout?	1	258
sub-0186_T1w	rater_02	IXI dataset - MRIQC derivatives	2.6	78.031	"[""noise-local"",""processing"",""uncategorized""]"	2.95	drop out, Background artefact	0	661
sub-0852_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	124.946	"[""processing""]"	3.5		0	601
sub-0499_T1w	rater_02	IXI dataset - MRIQC derivatives	3.6	67.22	"[""processing""]"	3.15	smooth	1	637
sub-0862_T1w	rater_02	IXI dataset - MRIQC derivatives	2.9	82.503	"[""wrap-around"",""uncategorized""]"	2.65	short fov, Background artefact	0	284
sub-1195_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	59.269	"[""field-variation"",""uncategorized""]"	3.5	background noise	0	544
sub-0374_T1w	rater_02	IXI dataset - MRIQC derivatives	2.65	88.483	"[""noise-global"",""noise-local"",""uncategorized""]"	3.15	horizontal line, background noise	1	443
sub-0737_T1w	rater_02	IXI dataset - MRIQC derivatives	3.6	35.732	"[""uncategorized""]"	3.5	Background artefact	0	546
sub-0144_T1w	rater_02	IXI dataset - MRIQC derivatives	3.3	60.239	"[""processing""]"	3.7	head tilded	1	313
sub-0725_T1w	rater_02	IXI dataset - MRIQC derivatives	3.45	57.513	"[""field-variation"",""processing""]"	2.9	smooth	1	441
sub-1177_T1w	rater_02	IXI dataset - MRIQC derivatives	3.45	66.981	"[""noise-global"",""processing""]"	3.25		0	176
sub-1046_T1w	rater_02	IXI dataset - MRIQC derivatives	3.4	76.284	[]	2.15		0	453
sub-0717_T1w	rater_02	IXI dataset - MRIQC derivatives	3.4	74.766	"[""processing""]"	3.5		0	263
sub-0095_T1w	rater_02	IXI dataset - MRIQC derivatives	2.0	62.668	"[""head-motion"",""noise-global"",""noise-local"",""processing"",""uncategorized""]"	2.85	Background artefact	0	072
sub-0166_T1w	rater_02	IXI dataset - MRIQC derivatives	2.4	55.473	"[""head-motion"",""noise-global"",""noise-local"",""processing""]"	3.5		1	274
sub-0026_T1w	rater_02	IXI dataset - MRIQC derivatives	2.55	58.855	"[""noise-global"",""uncategorized""]"	2.8	Background artefact	0	527
sub-0984_T1w	rater_02	IXI dataset - MRIQC derivatives	3.15	73.772	[]	3.5		0	362
sub-0767_T1w	rater_02	IXI dataset - MRIQC derivatives	3.05	55.486	"[""noise-global"",""field-variation""]"	3.5		1	217
sub-0730_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	53.909	[]	2.15		1	612
sub-0464_T1w	rater_02	IXI dataset - MRIQC derivatives	3.5	50.116	[]	3.5		1	104
sub-0996_T1w	rater_02	IXI dataset - MRIQC derivatives	3.25	57.679	"[""noise-local"",""field-variation"",""processing""]"	2.5		1	214
sub-0230_T1w	rater_02	IXI dataset - MRIQC derivatives	3.55	58.566	"[""processing""]"	2.7		1	263
sub-1109_T1w	rater_04	IXI dataset - MRIQC derivatives	2.95	124.534	[]	3.5	blurry in general	0	525
sub-0432_T1w	rater_04	IXI dataset - MRIQC derivatives	3.75	185.112	[]	3.5		1	052
sub-1154_T1w	rater_04	IXI dataset - MRIQC derivatives	3.65	227.496	[]	3.5		1	522
sub-0983_T1w	rater_04	IXI dataset - MRIQC derivatives	3.25	66.679	[]	3.5		1	176
sub-0543_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	164.216	[]	3.5	in some cases I detect small black random dots on the brain. In this case for example in slices 83-86. In theory this dataset is composed of healthy subjects so I'm not sure it is related to quality or mini strokes they have...	1	559
sub-0255_T1w	rater_04	IXI dataset - MRIQC derivatives	4.0	65.669	[]	3.5		0	633
sub-0942_T1w	rater_04	IXI dataset - MRIQC derivatives	3.45	93.979	"[""inu""]"	3.5	INU 65-67 upper right part? I'm not good at detecting this tbh...	1	515
sub-0738_T1w	rater_04	IXI dataset - MRIQC derivatives	3.4	106.443	[]	3.5	slight head motion signs in sagittal 46. A bit blurry?	0	384
sub-0912_T1w	rater_04	IXI dataset - MRIQC derivatives	3.4	100.248	"[""head-motion""]"	3.5	slight signs of head motion in sagittal views	1	261
sub-0173_T1w	rater_04	IXI dataset - MRIQC derivatives	3.5	106.59	"[""head-motion""]"	3.5	slight head motion curves in sagittal 47	0	335
sub-0171_T1w	rater_04	IXI dataset - MRIQC derivatives	3.4	141.306	[]	3.5	black dots again... 100-130. Also in sagittal views	1	631
sub-0938_T1w	rater_04	IXI dataset - MRIQC derivatives	3.45	219.86	"[""head-motion""]"	3.5	noticeable head motion artifacts from slice 101 but it doesn't look to affect much the brain but outside the skull	0	167
sub-0083_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	63.843	[]	3.5		0	611
sub-0056_T1w	rater_04	IXI dataset - MRIQC derivatives	3.45	80.385	"[""head-motion""]"	3.5	slight in sagittal 48, 64	0	277
sub-0140_T1w	rater_04	IXI dataset - MRIQC derivatives	1.95	75.097	[]	3.5	super blurry	1	226
sub-0965_T1w	rater_04	IXI dataset - MRIQC derivatives	3.5	81.005	[]	3.5		1	132
sub-0838_T1w	rater_04	IXI dataset - MRIQC derivatives	3.7	37.925	[]	3.5		1	484
sub-0302_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	42.141	[]	3.5		1	643
sub-0452_T1w	rater_04	IXI dataset - MRIQC derivatives	3.35	86.085	[]	3.5		0	206
sub-0580_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	39.999	[]	3.5		1	452
sub-0004_T1w	rater_04	IXI dataset - MRIQC derivatives	3.85	38.979	[]	3.5		1	256
sub-0525_T1w	rater_04	IXI dataset - MRIQC derivatives	3.45	69.853	[]	3.5		0	452
sub-0804_T1w	rater_04	IXI dataset - MRIQC derivatives	3.45	110.018	"[""inu""]"	3.5	INU 83-84 left ventricle bottom part? the right a bit as well	0	515
sub-0039_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	97.074	[]	3.5	black dots 119-135	0	632
sub-0163_T1w	rater_04	IXI dataset - MRIQC derivatives	3.65	143.614	[]	3.5	left to right phase encoding noticeable in background images	0	519
sub-0867_T1w	rater_04	IXI dataset - MRIQC derivatives	3.75	35.796	[]	3.5		1	212
sub-0724_T1w	rater_04	IXI dataset - MRIQC derivatives	1.2	181.442	"[""head-motion""]"	3.5	head motion artifacts around slice 79 (right upper part), especially noticeable around slice 109. Also in sagittal views	1	387
sub-0169_T1w	rater_04	IXI dataset - MRIQC derivatives	3.85	115.203	[]	3.5		0	212
sub-0653_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	57.685	"[""head-motion""]"	3.5	slight signs of head motion in sagittal views	0	130
sub-0644_T1w	rater_04	IXI dataset - MRIQC derivatives	3.6	37.525	[]	3.5		1	095
sub-0624_T1w	rater_04	IXI dataset - MRIQC derivatives	3.65	34.324	[]	3.5		0	482
sub-0390_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	159.139	[]	3.5	slight head motion in sagittal	1	335
sub-0605_T1w	rater_04	IXI dataset - MRIQC derivatives	3.65	79.483	[]	3.5		1	296
sub-0669_T1w	rater_04	IXI dataset - MRIQC derivatives	3.75	50.289	[]	3.5		0	635
sub-1145_T1w	rater_04	IXI dataset - MRIQC derivatives	3.6	26.896	[]	3.5		1	159
sub-0883_T1w	rater_04	IXI dataset - MRIQC derivatives	3.65	22.798	[]	3.5		1	137
sub-0046_T1w	rater_04	IXI dataset - MRIQC derivatives	2.85	78.009	"[""head-motion""]"	3.5	slight signs of head motion	1	353
sub-0539_T1w	rater_04	IXI dataset - MRIQC derivatives	3.45	111.751	[]	3.5	black dots 110-132	1	105
sub-0067_T1w	rater_04	IXI dataset - MRIQC derivatives	3.8	41.456	[]	3.5		1	080
sub-0419_T1w	rater_04	IXI dataset - MRIQC derivatives	3.45	56.423	[]	3.5	head motion curves in sagittal views	1	605
sub-0601_T1w	rater_04	IXI dataset - MRIQC derivatives	3.35	71.63	[]	3.5		1	034
sub-0032_T1w	rater_04	IXI dataset - MRIQC derivatives	3.65	30.525	[]	3.5		1	162
sub-0793_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	46.604	[]	3.5	black dots around #124	1	049
sub-0409_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	48.263	[]	3.5		0	565
sub-0554_T1w	rater_04	IXI dataset - MRIQC derivatives	3.9	20.447	[]	3.5		1	635
sub-0260_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	70.05	[]	3.5		0	328
sub-0741_T1w	rater_04	IXI dataset - MRIQC derivatives	3.75	40.51	[]	3.5		0	052
sub-1002_T1w	rater_04	IXI dataset - MRIQC derivatives	3.55	66.163	[]	3.5		1	603
sub-0316_T1w	rater_04	IXI dataset - MRIQC derivatives	1.9	81.045	"[""head-motion""]"	3.5	head motion around #100	0	072
