"rater","sub","defaced","ratings"
3,25,"defaced","poor"
3,26,"original","excellent"
3,26,"defaced","excellent"
3,27,"original","excellent"
3,27,"defaced","excluded"
3,28,"original","excluded"
3,28,"defaced","excellent"
3,29,"original","poor"
3,29,"defaced","excellent"
3,30,"original","good"
3,30,"defaced","good"
3,31,"original","poor"
3,31,"defaced","poor"
3,32,"original","poor"
3,32,"defaced","excellent"
3,33,"original","good"
3,33,"defaced","excellent"
3,34,"original","excluded"
3,34,"defaced","excluded"
3,35,"original","excellent"
3,35,"defaced","good"
3,36,"original","excluded"
3,36,"defaced","excluded"
3,37,"original","excluded"
3,37,"defaced","poor"
3,38,"original","poor"
3,38,"defaced","excluded"
3,39,"original","good"
3,39,"defaced","good"
3,40,"original","excluded"
3,40,"defaced","excluded"
3,41,"original","excluded"
3,41,"defaced","excluded"
3,42,"original","excellent"
3,42,"defaced","poor"
3,43,"original","excellent"
3,43,"defaced","poor"
3,44,"original","good"
3,44,"defaced","excellent"
3,45,"original","poor"
3,45,"defaced","excluded"
3,46,"original","good"
3,46,"defaced","excellent"
3,47,"original","excellent"
3,47,"defaced","good"
3,48,"original","poor"
3,48,"defaced","poor"
3,49,"original","good"
3,49,"defaced","poor"
3,50,"original","excellent"
3,50,"defaced","good"
3,51,"original","poor"
3,51,"defaced","excellent"
3,52,"original","excluded"
3,52,"defaced","poor"
3,53,"original","excluded"
3,53,"defaced","good"
3,54,"original","poor"
3,54,"defaced","excluded"
3,55,"original","poor"
3,55,"defaced","poor"
3,56,"original","good"
3,56,"defaced","poor"
3,57,"original","good"
3,57,"defaced","good"
3,58,"original","excellent"
3,58,"defaced","good"
3,59,"original","excluded"
3,59,"defaced","poor"
3,60,"original","excellent"
3,60,"defaced","excluded"
3,61,"original","excellent"
3,61,"defaced","poor"
3,62,"original","excellent"
3,62,"defaced","poor"
3,63,"original","excluded"
3,63,"defaced","excellent"
3,64,"original","excellent"
3,64,"defaced","excellent"
3,65,"original","excluded"
3,65,"defaced","good"
3,66,"original","excluded"
3,66,"defaced","excellent"
3,67,"original","poor"
3,67,"defaced","excluded"
3,68,"original","good"
3,68,"defaced","excellent"
3,69,"original","good"
3,69,"defaced","good"
3,70,"original","excellent"
3,70,"defaced","poor"
3,71,"original","excellent"
3,71,"defaced","excluded"
3,72,"original","good"
3,72,"defaced","excellent"
3,73,"original","excellent"
3,73,"defaced","poor"
3,74,"original","poor"
3,74,"defaced","poor"
3,75,"original","good"
3,75,"defaced","poor"
3,76,"original","good"
3,76,"defaced","excellent"
3,77,"original","poor"
3,77,"defaced","good"
3,78,"original","poor"
3,78,"defaced","excluded"
3,79,"original","good"
3,79,"defaced","excellent"
3,80,"original","good"
3,80,"defaced","poor"
3,81,"original","good"
3,81,"defaced","good"
3,82,"original","excellent"
3,82,"defaced","poor"
3,83,"original","poor"
3,83,"defaced","good"
3,84,"original","good"
3,84,"defaced","poor"
3,85,"original","poor"
3,85,"defaced","good"
3,86,"original","good"
3,86,"defaced","excellent"
3,87,"original","excluded"
3,87,"defaced","excellent"
3,88,"original","poor"
3,88,"defaced","excellent"
3,89,"original","excellent"
3,89,"defaced","good"
3,90,"original","excluded"
3,90,"defaced","poor"
3,91,"original","poor"
3,91,"defaced","poor"
3,92,"original","good"
3,92,"defaced","excellent"
3,93,"original","excellent"
3,93,"defaced","good"
3,94,"original","excluded"
3,94,"defaced","poor"
3,95,"original","poor"
3,95,"defaced","poor"
3,96,"original","excluded"
3,96,"defaced","excellent"
3,97,"original","excluded"
3,97,"defaced","excellent"
3,98,"original","excluded"
3,98,"defaced","poor"
3,99,"original","excellent"
3,99,"defaced","good"
3,100,"original","excellent"
3,100,"defaced","good"
3,101,"original","poor"
3,101,"defaced","good"
3,102,"original","poor"
3,102,"defaced","excluded"
3,103,"original","poor"
3,103,"defaced","excluded"
3,104,"original","good"
3,104,"defaced","good"
3,105,"original","good"
3,105,"defaced","excluded"
3,106,"original","good"
3,106,"defaced","poor"
3,107,"original","poor"
3,107,"defaced","excellent"
3,108,"original","poor"
3,108,"defaced","good"
3,109,"original","good"
3,109,"defaced","poor"
3,110,"original","excluded"
3,110,"defaced","excluded"
3,111,"original","good"
3,111,"defaced","excluded"
3,112,"original","good"
3,112,"defaced","poor"
3,113,"original","excluded"
3,113,"defaced","good"
3,114,"original","good"
3,114,"defaced","excluded"
3,115,"original","excluded"
3,115,"defaced","excellent"
3,116,"original","excellent"
3,116,"defaced","excellent"
3,117,"original","good"
3,117,"defaced","excluded"
3,118,"original","excellent"
3,118,"defaced","excluded"
3,119,"original","good"
3,119,"defaced","excluded"
3,120,"original","excellent"
3,120,"defaced","poor"
3,121,"original","excellent"
3,121,"defaced","good"
3,122,"original","excluded"
3,122,"defaced","good"
3,123,"original","excellent"
3,123,"defaced","excluded"
3,124,"original","good"
3,124,"defaced","good"
3,125,"original","excluded"
3,125,"defaced","good"
3,126,"original","good"
3,126,"defaced","excluded"
3,127,"original","excluded"
3,127,"defaced","good"
3,128,"original","good"
3,128,"defaced","excluded"
3,129,"original","good"
3,129,"defaced","excluded"
3,130,"original","poor"
3,130,"defaced","good"
3,131,"original","excluded"
3,131,"defaced","excluded"
3,132,"original","poor"
3,132,"defaced","excluded"
3,133,"original","excellent"
3,133,"defaced","excellent"
3,134,"original","excellent"
3,134,"defaced","good"
3,135,"original","poor"
3,135,"defaced","excellent"
3,136,"original","poor"
3,136,"defaced","excluded"
3,137,"original","excellent"
3,137,"defaced","excluded"
3,138,"original","excluded"
3,138,"defaced","excellent"
3,139,"original","excluded"
3,139,"defaced","excellent"
3,140,"original","poor"
3,140,"defaced","excluded"
3,141,"original","excluded"
3,141,"defaced","poor"
3,142,"original","good"
3,142,"defaced","excellent"
3,143,"original","good"
3,143,"defaced","good"
3,144,"original","poor"
3,144,"defaced","good"
3,145,"original","excluded"
3,145,"defaced","good"
3,146,"original","poor"
3,146,"defaced","good"
3,147,"original","poor"
3,147,"defaced","excluded"
3,148,"original","poor"
3,148,"defaced","good"
3,149,"original","excluded"
3,149,"defaced","poor"
3,150,"original","good"
3,150,"defaced","excluded"
3,151,"original","excluded"
3,151,"defaced","good"
3,152,"original","excluded"
3,152,"defaced","poor"
3,153,"original","poor"
3,153,"defaced","excluded"
3,154,"original","excluded"
3,154,"defaced","poor"
3,155,"original","poor"
3,155,"defaced","excellent"
3,156,"original","excluded"
3,156,"defaced","good"
3,157,"original","excluded"
3,157,"defaced","excluded"
3,158,"original","excluded"
3,158,"defaced","excluded"
3,159,"original","poor"
3,159,"defaced","good"
3,160,"original","poor"
3,160,"defaced","excluded"
3,161,"original","good"
3,161,"defaced","good"
3,162,"original","excluded"
3,162,"defaced","excluded"
3,163,"original","excluded"
3,163,"defaced","good"
3,164,"original","excluded"
3,164,"defaced","excellent"
3,165,"original","good"
3,165,"defaced","poor"
3,166,"original","excluded"
3,166,"defaced","excellent"
3,167,"original","excluded"
3,167,"defaced","excluded"
3,168,"original","excluded"
3,168,"defaced","excluded"
3,169,"original","good"
3,169,"defaced","excellent"
3,170,"original","excellent"
3,170,"defaced","poor"
3,171,"original","excellent"
3,171,"defaced","excellent"
3,172,"original","excluded"
3,172,"defaced","excluded"
3,173,"original","excellent"
3,173,"defaced","poor"
3,174,"original","excluded"
3,174,"defaced","poor"
3,175,"original","poor"
3,175,"defaced","good"
3,176,"original","excellent"
3,176,"defaced","excellent"
3,177,"original","excellent"
3,177,"defaced","good"
3,178,"original","poor"
3,178,"defaced","poor"
3,179,"original","excellent"
3,179,"defaced","excluded"
3,180,"original","excellent"
3,180,"defaced","good"
3,181,"original","poor"
3,181,"defaced","poor"
3,182,"original","excluded"
3,182,"defaced","excellent"
3,183,"original","excluded"
3,183,"defaced","good"
3,184,"original","poor"
3,184,"defaced","excluded"
3,185,"original","excellent"
3,185,"defaced","poor"
3,186,"original","poor"
3,186,"defaced","excellent"
3,187,"original","excellent"
3,187,"defaced","excellent"
3,188,"original","good"
3,188,"defaced","poor"
3,189,"original","excellent"
3,189,"defaced","excellent"
3,190,"original","excluded"
3,190,"defaced","poor"
3,191,"original","good"
3,191,"defaced","excluded"
3,192,"original","excellent"
3,192,"defaced","excellent"
3,193,"original","excellent"
3,193,"defaced","excellent"
3,194,"original","excluded"
3,194,"defaced","excluded"
3,195,"original","good"
3,195,"defaced","poor"
3,196,"original","poor"
3,196,"defaced","excellent"
3,197,"original","excluded"
3,197,"defaced","excellent"
3,198,"original","excluded"
3,198,"defaced","excluded"
3,199,"original","poor"
3,199,"defaced","good"
3,200,"original","good"
3,200,"defaced","poor"
3,201,"original","excellent"
3,201,"defaced","good"
3,202,"original","poor"
3,202,"defaced","good"
3,203,"original","good"
3,203,"defaced","poor"
3,204,"original","excellent"
3,204,"defaced","poor"
3,205,"original","good"
3,205,"defaced","poor"
3,206,"original","good"
3,206,"defaced","excellent"
3,207,"original","excluded"
3,207,"defaced","poor"
3,208,"original","excluded"
3,208,"defaced","poor"
3,209,"original","poor"
3,209,"defaced","excellent"
3,210,"original","excluded"
3,210,"defaced","poor"
3,211,"original","poor"
3,211,"defaced","poor"
3,212,"original","good"
3,212,"defaced","poor"
3,213,"original","good"
3,213,"defaced","excluded"
3,214,"original","good"
3,214,"defaced","poor"
3,215,"original","excluded"
3,215,"defaced","excluded"
3,216,"original","excellent"
3,216,"defaced","good"
3,217,"original","poor"
3,217,"defaced","excluded"
3,218,"original","good"
3,218,"defaced","excellent"
3,219,"original","excellent"
3,219,"defaced","good"
3,220,"original","poor"
3,220,"defaced","good"
3,221,"original","poor"
3,221,"defaced","poor"
3,222,"original","excellent"
3,222,"defaced","good"
3,223,"original","poor"
3,223,"defaced","excluded"
3,224,"original","excellent"
3,224,"defaced","poor"
3,225,"original","poor"
3,225,"defaced","excellent"
3,226,"original","excellent"
3,226,"defaced","good"
3,227,"original","excluded"
3,227,"defaced","excluded"
3,228,"original","good"
3,228,"defaced","poor"
3,229,"original","excluded"
3,229,"defaced","good"
3,230,"original","excluded"
3,230,"defaced","excellent"
3,231,"original","good"
3,231,"defaced","excluded"
3,232,"original","excellent"
3,232,"defaced","excluded"
3,233,"original","excellent"
3,233,"defaced","excluded"
3,234,"original","excluded"
3,234,"defaced","excluded"
3,235,"original","poor"
3,235,"defaced","excellent"
3,236,"original","excluded"
3,236,"defaced","excellent"
3,237,"original","excellent"
3,237,"defaced","excluded"
3,238,"original","excluded"
3,238,"defaced","poor"
3,239,"original","good"
3,239,"defaced","excluded"
3,240,"original","excluded"
3,240,"defaced","excluded"
3,241,"original","excellent"
3,241,"defaced","poor"
3,242,"original","poor"
3,242,"defaced","poor"
3,243,"original","excellent"
3,243,"defaced","good"
3,244,"original","excellent"
3,244,"defaced","excellent"
3,245,"original","good"
3,245,"defaced","excluded"
3,246,"original","poor"
3,246,"defaced","excluded"
3,247,"original","excluded"
3,247,"defaced","poor"
3,248,"original","excellent"
3,248,"defaced","good"
3,249,"original","good"
3,249,"defaced","excluded"
3,250,"original","excluded"
3,250,"defaced","excellent"
3,251,"original","excluded"
3,251,"defaced","excluded"
3,252,"original","excluded"
3,252,"defaced","excellent"
3,253,"original","poor"
3,253,"defaced","excluded"
3,254,"original","good"
3,254,"defaced","poor"
3,255,"original","excellent"
3,255,"defaced","good"
3,256,"original","excellent"
3,256,"defaced","excluded"
3,257,"original","excellent"
3,257,"defaced","excellent"
3,258,"original","good"
3,258,"defaced","poor"
3,259,"original","excellent"
3,259,"defaced","poor"
3,260,"original","poor"
3,260,"defaced","excellent"
3,261,"original","poor"
3,261,"defaced","good"
3,262,"original","good"
3,262,"defaced","good"
3,263,"original","good"
3,263,"defaced","excellent"
3,264,"original","excluded"
3,264,"defaced","poor"
3,265,"original","excluded"
3,265,"defaced","excellent"
3,266,"original","good"
3,266,"defaced","excellent"
3,267,"original","good"
3,267,"defaced","poor"
3,268,"original","excluded"
3,268,"defaced","excellent"
3,269,"original","excellent"
3,269,"defaced","excluded"
3,270,"original","excellent"
3,270,"defaced","excluded"
3,271,"original","good"
3,271,"defaced","excellent"
3,272,"original","good"
3,272,"defaced","poor"
3,273,"original","poor"
3,273,"defaced","poor"
3,274,"original","excellent"
3,274,"defaced","poor"
3,275,"original","excluded"
3,275,"defaced","excluded"
3,276,"original","excluded"
3,276,"defaced","good"
3,277,"original","good"
3,277,"defaced","good"
3,278,"original","excluded"
3,278,"defaced","excluded"
3,279,"original","excluded"
3,279,"defaced","good"
3,280,"original","poor"
3,280,"defaced","good"
3,281,"original","excluded"
3,281,"defaced","excellent"
3,282,"original","good"
3,282,"defaced","excluded"
3,283,"original","excellent"
3,283,"defaced","poor"
3,284,"original","excellent"
3,284,"defaced","excluded"
3,285,"original","excluded"
3,285,"defaced","excluded"
3,286,"original","excellent"
3,286,"defaced","excellent"
3,287,"original","excluded"
3,287,"defaced","poor"
3,288,"original","excellent"
3,288,"defaced","excluded"
3,289,"original","excluded"
3,289,"defaced","excluded"
3,290,"original","excluded"
3,290,"defaced","good"
3,291,"original","excluded"
3,291,"defaced","excellent"
3,292,"original","excluded"
3,292,"defaced","excluded"
3,293,"original","excellent"
3,293,"defaced","good"
3,294,"original","excluded"
3,294,"defaced","excluded"
3,295,"original","excellent"
3,295,"defaced","good"
3,296,"original","good"
3,296,"defaced","excluded"
3,297,"original","excluded"
3,297,"defaced","good"
3,298,"original","good"
3,298,"defaced","excellent"
3,299,"original","excluded"
3,299,"defaced","excluded"
3,300,"original","poor"
3,300,"defaced","poor"
3,301,"original","good"
3,301,"defaced","poor"
3,302,"original","good"
3,302,"defaced","poor"
3,303,"original","excluded"
3,303,"defaced","excellent"
3,304,"original","excellent"
3,304,"defaced","excluded"
3,305,"original","good"
3,305,"defaced","good"
3,306,"original","excluded"
3,306,"defaced","excluded"
3,307,"original","good"
3,307,"defaced","excellent"
3,308,"original","poor"
3,308,"defaced","poor"
3,309,"original","good"
3,309,"defaced","poor"
3,310,"original","poor"
3,310,"defaced","good"
3,311,"original","poor"
3,311,"defaced","good"
3,312,"original","good"
3,312,"defaced","poor"
3,313,"original","excluded"
3,313,"defaced","excellent"
3,314,"original","excluded"
3,314,"defaced","good"
3,315,"original","good"
3,315,"defaced","poor"
3,316,"original","good"
3,316,"defaced","poor"
3,317,"original","good"
3,317,"defaced","excluded"
3,318,"original","poor"
3,318,"defaced","excellent"
3,319,"original","excellent"
3,319,"defaced","excluded"
3,320,"original","good"
3,320,"defaced","poor"
3,321,"original","excluded"
3,321,"defaced","excellent"
3,322,"original","poor"
3,322,"defaced","good"
3,323,"original","good"
3,323,"defaced","good"
3,324,"original","good"
3,324,"defaced","excellent"
3,325,"original","excluded"
3,325,"defaced","excellent"
3,326,"original","good"
3,326,"defaced","excellent"
3,327,"original","excluded"
3,327,"defaced","excellent"
3,328,"original","excluded"
3,328,"defaced","excluded"
3,329,"original","excluded"
3,329,"defaced","poor"
3,330,"original","excluded"
3,330,"defaced","good"
3,331,"original","poor"
3,331,"defaced","excluded"
3,332,"original","good"
3,332,"defaced","poor"
3,333,"original","excellent"
3,333,"defaced","poor"
3,334,"original","excellent"
3,334,"defaced","poor"
3,335,"original","excellent"
3,335,"defaced","good"
3,336,"original","excellent"
3,336,"defaced","excellent"
3,337,"original","poor"
3,337,"defaced","excellent"
3,338,"original","good"
3,338,"defaced","excellent"
3,339,"original","excellent"
3,339,"defaced","excluded"
3,340,"original","excluded"
3,340,"defaced","excellent"
3,341,"original","excellent"
3,341,"defaced","poor"
3,342,"original","excellent"
3,342,"defaced","excluded"
3,343,"original","poor"
3,343,"defaced","excluded"
3,344,"original","excellent"
3,344,"defaced","excluded"
3,345,"original","poor"
3,345,"defaced","excellent"
3,346,"original","good"
3,346,"defaced","good"
3,347,"original","poor"
3,347,"defaced","excellent"
3,348,"original","poor"
3,348,"defaced","excellent"
3,349,"original","poor"
3,349,"defaced","poor"
3,350,"original","excellent"
3,350,"defaced","poor"
3,351,"original","excellent"
3,351,"defaced","excellent"
3,352,"original","good"
3,352,"defaced","excluded"
3,353,"original","poor"
3,353,"defaced","poor"
3,354,"original","poor"
3,354,"defaced","poor"
3,355,"original","excellent"
3,355,"defaced","good"
3,356,"original","poor"
3,356,"defaced","poor"
3,357,"original","excluded"
3,357,"defaced","excluded"
3,358,"original","poor"
3,358,"defaced","good"
3,359,"original","excluded"
3,359,"defaced","excluded"
3,360,"original","good"
3,360,"defaced","excellent"
3,361,"original","poor"
3,361,"defaced","excellent"
3,362,"original","good"
3,362,"defaced","poor"
3,363,"original","good"
3,363,"defaced","excluded"
3,364,"original","good"
3,364,"defaced","good"
3,365,"original","good"
3,365,"defaced","poor"
3,366,"original","excellent"
3,366,"defaced","excluded"
3,367,"original","excluded"
3,367,"defaced","excluded"
3,368,"original","excellent"
3,368,"defaced","poor"
3,369,"original","poor"
3,369,"defaced","excluded"
3,370,"original","good"
3,370,"defaced","good"
3,371,"original","excluded"
3,371,"defaced","excluded"
3,372,"original","excluded"
3,372,"defaced","good"
3,373,"original","good"
3,373,"defaced","excellent"
3,374,"original","poor"
3,374,"defaced","excluded"
3,375,"original","excellent"
3,375,"defaced","poor"
3,376,"original","poor"
3,376,"defaced","good"
3,377,"original","excellent"
3,377,"defaced","excellent"
3,378,"original","poor"
3,378,"defaced","poor"
3,379,"original","poor"
3,379,"defaced","excluded"
3,380,"original","excellent"
3,380,"defaced","good"
3,381,"original","excellent"
3,381,"defaced","good"
3,382,"original","excluded"
3,382,"defaced","poor"
3,383,"original","excellent"
3,383,"defaced","excellent"
3,384,"original","good"
3,384,"defaced","good"
3,385,"original","poor"
3,385,"defaced","excluded"
3,386,"original","good"
3,386,"defaced","poor"
3,387,"original","good"
3,387,"defaced","excluded"
3,388,"original","poor"
3,388,"defaced","excluded"
3,389,"original","excellent"
3,389,"defaced","excellent"
3,390,"original","excluded"
3,390,"defaced","good"
3,391,"original","excluded"
3,391,"defaced","excellent"
3,392,"original","good"
3,392,"defaced","poor"
3,393,"original","good"
3,393,"defaced","excluded"
3,394,"original","good"
3,394,"defaced","excellent"
3,395,"original","poor"
3,395,"defaced","good"
3,396,"original","poor"
3,396,"defaced","excluded"
3,397,"original","poor"
3,397,"defaced","excellent"
3,398,"original","good"
3,398,"defaced","good"
3,399,"original","poor"
3,399,"defaced","poor"
3,400,"original","good"
3,400,"defaced","poor"
3,401,"original","excellent"
3,401,"defaced","excellent"
3,402,"original","poor"
3,402,"defaced","good"
3,403,"original","excellent"
3,403,"defaced","excluded"
3,404,"original","excellent"
3,404,"defaced","excellent"
3,405,"original","good"
3,405,"defaced","good"
3,406,"original","poor"
3,406,"defaced","excellent"
3,407,"original","poor"
3,407,"defaced","excluded"
3,408,"original","excluded"
3,408,"defaced","excellent"
3,409,"original","poor"
3,409,"defaced","good"
3,410,"original","poor"
3,410,"defaced","excellent"
3,411,"original","poor"
3,411,"defaced","excellent"
3,412,"original","poor"
3,412,"defaced","excluded"
3,413,"original","excluded"
3,413,"defaced","poor"
3,414,"original","excluded"
3,414,"defaced","excluded"
3,415,"original","good"
3,415,"defaced","good"
3,416,"original","poor"
3,416,"defaced","good"
3,417,"original","excellent"
3,417,"defaced","poor"
3,418,"original","excellent"
3,418,"defaced","excellent"
3,419,"original","excellent"
3,419,"defaced","excluded"
3,420,"original","excellent"
3,420,"defaced","excluded"
3,421,"original","good"
3,421,"defaced","excluded"
3,422,"original","excluded"
3,422,"defaced","poor"
3,423,"original","good"
3,423,"defaced","excluded"
3,424,"original","good"
3,424,"defaced","excluded"
3,425,"original","good"
3,425,"defaced","excellent"
3,426,"original","poor"
3,426,"defaced","excluded"
3,427,"original","excellent"
3,427,"defaced","excluded"
3,428,"original","excluded"
3,428,"defaced","excluded"
3,429,"original","poor"
3,429,"defaced","good"
3,430,"original","excellent"
3,430,"defaced","excluded"
3,431,"original","excluded"
3,431,"defaced","good"
3,432,"original","excellent"
3,432,"defaced","excluded"
3,433,"original","good"
3,433,"defaced","excluded"
3,434,"original","excellent"
3,434,"defaced","excluded"
3,435,"original","excellent"
3,435,"defaced","poor"
3,436,"original","excluded"
3,436,"defaced","excellent"
3,437,"original","poor"
3,437,"defaced","excellent"
3,438,"original","excluded"
3,438,"defaced","excellent"
3,439,"original","excluded"
3,439,"defaced","excellent"
3,440,"original","good"
3,440,"defaced","excluded"
3,441,"original","excluded"
3,441,"defaced","excellent"
3,442,"original","poor"
3,442,"defaced","excluded"
3,443,"original","good"
3,443,"defaced","good"
3,444,"original","excellent"
3,444,"defaced","excellent"
3,445,"original","poor"
3,445,"defaced","good"
3,446,"original","excellent"
3,446,"defaced","excluded"
3,447,"original","poor"
3,447,"defaced","excluded"
3,448,"original","poor"
3,448,"defaced","poor"
3,449,"original","good"
3,449,"defaced","excluded"
3,450,"original","good"
3,450,"defaced","good"
3,451,"original","excellent"
3,451,"defaced","excellent"
3,452,"original","good"
3,452,"defaced","poor"
3,453,"original","poor"
3,453,"defaced","excellent"
3,454,"original","poor"
3,454,"defaced","excluded"
3,455,"original","excellent"
3,455,"defaced","excellent"
3,456,"original","excellent"
3,456,"defaced","poor"
3,457,"original","good"
3,457,"defaced","excluded"
3,458,"original","excluded"
3,458,"defaced","good"
3,459,"original","excellent"
3,459,"defaced","good"
3,460,"original","poor"
3,460,"defaced","excluded"
3,461,"original","poor"
3,461,"defaced","good"
3,462,"original","excellent"
3,462,"defaced","excellent"
3,463,"original","excluded"
3,463,"defaced","poor"
3,464,"original","good"
3,464,"defaced","excellent"
3,465,"original","excellent"
3,465,"defaced","good"
3,466,"original","excellent"
3,466,"defaced","good"
3,467,"original","good"
3,467,"defaced","excluded"
3,468,"original","poor"
3,468,"defaced","excellent"
3,469,"original","good"
3,469,"defaced","poor"
3,470,"original","poor"
3,470,"defaced","good"
3,471,"original","poor"
3,471,"defaced","good"
3,472,"original","excluded"
3,472,"defaced","poor"
3,473,"original","good"
3,473,"defaced","excluded"
3,474,"original","excluded"
3,474,"defaced","excellent"
3,475,"original","good"
3,475,"defaced","good"
3,476,"original","excluded"
3,476,"defaced","excluded"
3,477,"original","poor"
3,477,"defaced","excluded"
3,478,"original","excluded"
3,478,"defaced","poor"
3,479,"original","excellent"
3,479,"defaced","poor"
3,480,"original","excellent"
3,480,"defaced","good"
3,481,"original","poor"
3,481,"defaced","poor"
3,482,"original","poor"
3,482,"defaced","good"
3,483,"original","poor"
3,483,"defaced","excellent"
3,484,"original","good"
3,484,"defaced","poor"
3,485,"original","excellent"
3,485,"defaced","poor"
3,486,"original","poor"
3,486,"defaced","excellent"
3,487,"original","poor"
3,487,"defaced","good"
3,488,"original","excluded"
3,488,"defaced","excellent"
3,489,"original","good"
3,489,"defaced","excluded"
3,490,"original","excluded"
3,490,"defaced","excluded"
3,491,"original","excluded"
3,491,"defaced","poor"
3,492,"original","good"
3,492,"defaced","good"
3,493,"original","excellent"
3,493,"defaced","excellent"
3,494,"original","good"
3,494,"defaced","good"
3,495,"original","good"
3,495,"defaced","good"
3,496,"original","poor"
3,496,"defaced","poor"
3,497,"original","poor"
3,497,"defaced","poor"
3,498,"original","excellent"
3,498,"defaced","excluded"
3,499,"original","excellent"
3,499,"defaced","good"
3,500,"original","excluded"
3,500,"defaced","excellent"
3,501,"original","excluded"
3,501,"defaced","excellent"
3,502,"original","good"
3,502,"defaced","excellent"
3,503,"original","excellent"
3,503,"defaced","excellent"
3,504,"original","poor"
3,504,"defaced","poor"
3,505,"original","excluded"
3,505,"defaced","poor"
3,506,"original","excellent"
3,506,"defaced","excellent"
3,507,"original","excluded"
3,507,"defaced","excluded"
3,508,"original","poor"
3,508,"defaced","excellent"
3,509,"original","excluded"
3,509,"defaced","excellent"
3,510,"original","excluded"
3,510,"defaced","excellent"
3,511,"original","good"
3,511,"defaced","excellent"
3,512,"original","good"
3,512,"defaced","poor"
3,513,"original","poor"
3,513,"defaced","excluded"
3,514,"original","excellent"
3,514,"defaced","good"
3,515,"original","excluded"
3,515,"defaced","poor"
3,516,"original","excluded"
3,516,"defaced","excluded"
3,517,"original","excellent"
3,517,"defaced","excellent"
3,518,"original","poor"
3,518,"defaced","excluded"
3,519,"original","good"
3,519,"defaced","poor"
3,520,"original","excluded"
3,520,"defaced","excellent"
3,521,"original","poor"
3,521,"defaced","good"
3,522,"original","excluded"
3,522,"defaced","excluded"
3,523,"original","excluded"
3,523,"defaced","good"
3,524,"original","good"
3,524,"defaced","poor"
3,525,"original","excluded"
3,525,"defaced","excellent"
3,526,"original","excellent"
3,526,"defaced","poor"
3,527,"original","excellent"
3,527,"defaced","good"
3,528,"original","poor"
3,528,"defaced","good"
3,529,"original","good"
3,529,"defaced","poor"
3,530,"original","good"
3,530,"defaced","excellent"
3,531,"original","poor"
3,531,"defaced","excellent"
3,532,"original","excellent"
3,532,"defaced","excluded"
3,533,"original","excluded"
3,533,"defaced","good"
3,534,"original","excluded"
3,534,"defaced","excellent"
3,535,"original","excluded"
3,535,"defaced","poor"
3,536,"original","poor"
3,536,"defaced","good"
3,537,"original","excluded"
3,537,"defaced","excluded"
3,538,"original","good"
3,538,"defaced","good"
3,539,"original","poor"
3,539,"defaced","excluded"
3,540,"original","good"
3,540,"defaced","excellent"
3,541,"original","excellent"
3,541,"defaced","excluded"
3,542,"original","excellent"
3,542,"defaced","good"
3,543,"original","poor"
3,543,"defaced","excluded"
3,544,"original","excluded"
3,544,"defaced","good"
3,545,"original","poor"
3,545,"defaced","excellent"
3,546,"original","poor"
3,546,"defaced","poor"
3,547,"original","good"
3,547,"defaced","poor"
3,548,"original","excellent"
3,548,"defaced","good"
3,549,"original","excellent"
3,549,"defaced","excluded"
3,550,"original","excellent"
3,550,"defaced","good"
3,551,"original","excellent"
3,551,"defaced","excellent"
3,552,"original","excluded"
3,552,"defaced","excluded"
3,553,"original","excellent"
3,553,"defaced","good"
3,554,"original","good"
3,554,"defaced","excluded"
3,555,"original","excluded"
3,555,"defaced","excellent"
3,556,"original","poor"
3,556,"defaced","good"
3,557,"original","excellent"
3,557,"defaced","poor"
3,558,"original","excluded"
3,558,"defaced","excluded"
3,559,"original","poor"
3,559,"defaced","poor"
3,560,"original","poor"
3,560,"defaced","excellent"
3,561,"original","excellent"
3,561,"defaced","excluded"
3,562,"original","excellent"
3,562,"defaced","poor"
3,563,"original","poor"
3,563,"defaced","excellent"
3,564,"original","excellent"
3,564,"defaced","excellent"
3,565,"original","good"
3,565,"defaced","poor"
3,566,"original","poor"
3,566,"defaced","good"
3,567,"original","excluded"
3,567,"defaced","excluded"
3,568,"original","good"
3,568,"defaced","excellent"
3,569,"original","excellent"
3,569,"defaced","good"
3,570,"original","poor"
3,570,"defaced","poor"
3,571,"original","good"
3,571,"defaced","excellent"
3,572,"original","poor"
3,572,"defaced","poor"
3,573,"original","poor"
3,573,"defaced","poor"
3,574,"original","excellent"
3,574,"defaced","excluded"
3,575,"original","excellent"
3,575,"defaced","excellent"
3,576,"original","good"
3,576,"defaced","good"
3,577,"original","good"
3,577,"defaced","poor"
3,578,"original","excluded"
3,578,"defaced","excluded"
3,579,"original","excluded"
3,579,"defaced","good"
3,580,"original","good"
3,580,"defaced","excluded"
4,1,"original","excellent"
4,1,"defaced","poor"
4,2,"original","poor"
4,2,"defaced","excellent"
4,3,"original","excellent"
4,3,"defaced","good"
4,4,"original","excluded"
4,4,"defaced","good"
4,5,"original","poor"
4,5,"defaced","excellent"
4,6,"original","excluded"
4,6,"defaced","excluded"
4,7,"original","good"
4,7,"defaced","excellent"
4,8,"original","poor"
4,8,"defaced","poor"
4,9,"original","excluded"
4,9,"defaced","good"
4,10,"original","poor"
4,10,"defaced","good"
4,11,"original","good"
4,11,"defaced","excluded"
4,12,"original","excellent"
4,12,"defaced","poor"
4,13,"original","good"
4,13,"defaced","excellent"
4,14,"original","excluded"
4,14,"defaced","excluded"
